Pais de Proveniencia|Aduana de Ingreso| Fecha de la Poliza|Partida Arancelaria|Modelo del Vehiculo|Marca|Linea|Centimetros Cubicos|Distintivo|Tipo de Vehiculo|Tipo de Importador|Tipo Combustible|Asientos|Puertas|Tonelaje|Valor CIF|Impuesto
CHINA|PEDRO DE ALVARADO|06/08/2019| 8711209000|2019|SERPENTO|RS5 150|150|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|50523.81|6062.86|
CHINA|PEDRO DE ALVARADO|06/08/2019| 8711209000|2019|SERPENTO|RS5 150|150|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|50523.81|6062.86|
CHINA|PEDRO DE ALVARADO|06/08/2019| 8711209000|2019|SERPENTO|RS5 150|150|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|50523.81|6062.86|
CHINA|PEDRO DE ALVARADO|06/08/2019| 8711209000|2019|SERPENTO|RS5 150|150|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|50523.81|6062.86|
ESTADOS UNIDOS|SANTO TOMAS DE CASTILLA|06/08/2019| 8703249000|2012|BMW|X6 XDRIVE 50I 4X4|4400|LIVIANO|CAMIONETA|OCASIONAL|GASOLINA|4|4|0|79384.84|9526.18|
COREA DEL SUR|PUERTO QUETZAL|06/08/2019| 8703326900|2005|KIA|SPORTAGE 4X2|2000|LIVIANO|CAMIONETA|OCASIONAL|DIESEL|5|5|0|13256.3|1590.76|
CANADA|EL CARMEN|06/08/2019| 8703237900|2010|TOYOTA|RAV4 2WD|2500|LIVIANO|CAMIONETA|OCASIONAL|GASOLINA|5|4|0|31263.41|3751.61|
CHINA|PUERTO QUETZAL|06/08/2019| 8703226900|2020|CHEVROLET|AVEO|1500|LIVIANO|AUTOMOVIL|DISTRIBUIDOR|GASOLINA|5|4|0|138714.98|16645.8|
CHINA|PUERTO QUETZAL|06/08/2019| 8703226900|2020|CHEVROLET|AVEO|1500|LIVIANO|AUTOMOVIL|DISTRIBUIDOR|GASOLINA|5|4|0|138714.98|16645.8|
TAILANDIA|TECUN UMAN|06/08/2019| 8703225900|2014|MITSUBISHI|MIRAGE ES|1200|LIVIANO|AUTOMOVIL|OCASIONAL|GASOLINA|5|4|0|22627.66|2715.32|
JAPON|G1, INTEGRADA|07/08/2019| 8704315100|1989|MITSUBISHI|MIGHTY MAX|2000|LIVIANO|PICK UP|OCASIONAL|GASOLINA|3|2|1|14007.23|1680.87|
JAPON|EL CARMEN|06/08/2019| 8703237900|2007|HONDA|CR-V EX-L 4WD|2400|LIVIANO|CAMIONETA|OCASIONAL|GASOLINA|5|4|0|24826.82|2979.22|
TAILANDIA|G1, INTEGRADA|06/08/2019| 8703225900|2014|MITSUBISHI|MIRAGE|1200|LIVIANO|AUTOMOVIL|OCASIONAL|GASOLINA|5|4|0|18231.96|2187.84|
JAPON|EL CARMEN|06/08/2019| 8703237900|2005|HONDA|CR-V SE 4WD|2400|LIVIANO|CAMIONETA|OCASIONAL|GASOLINA|5|4|0|20459.14|2455.1|
ESTADOS UNIDOS|TECUN UMAN|06/08/2019| 8716390000|2005|STOUGHTON|AVW-535T-S-C-AR|0|PESADO|FURGON|OCASIONAL|OTROS|0|2|20|29271.13|6790.9|
ESTADOS UNIDOS|EL CARMEN|06/08/2019| 8704315100|1999|TOYOTA|TACOMA XTRACAB V6 4WD|3400|LIVIANO|PICK UP|OCASIONAL|GASOLINA|4|2|1|37393.49|4487.22|
CANADA|TECUN UMAN|06/08/2019| 8703236900|2009|HONDA|CIVIC Si|2000|LIVIANO|AUTOMOVIL|OCASIONAL|GASOLINA|5|4|0|27432.11|3291.85|
JAPON|EL CARMEN|01/08/2019| 8703237900|2008|TOYOTA|RAV4 2WD|2400|LIVIANO|CAMIONETA|OCASIONAL|GASOLINA|5|4|0|37136.49|4456.38|
COREA DEL SUR|PUERTO QUETZAL|01/08/2019| 8703327900|2005|KIA|SPORTAGE LX 2WD|2000|LIVIANO|CAMIONETA|OCASIONAL|DIESEL|5|5|0|20863.37|2503.6|
COREA DEL SUR|SANTO TOMAS DE CASTILLA|01/08/2019| 8703236900|2016|KIA|RIO LX GDI|1600|LIVIANO|AUTOMOVIL|OCASIONAL|GASOLINA|5|4|0|17750.14|2130.02|
ESTADOS UNIDOS|EL CARMEN|01/08/2019| 8703249000|2004|NISSAN|PATHFINDER ARMADA SE 2WD|5600|LIVIANO|CAMIONETA|OCASIONAL|GASOLINA|7|4|0|30550.48|3666.06|
ALEMANIA REP. FED.|SANTO TOMAS DE CASTILLA|01/08/2019| 8703237900|2004|BMW|X3I 4X4|2500|LIVIANO|CAMIONETA|OCASIONAL|GASOLINA|5|4|0|29878.91|3585.47|
JAPON|PUERTO BARRIOS|01/08/2019| 8703237900|2011|NISSAN|ROGUE SV 2WD|2500|LIVIANO|CAMIONETA|OCASIONAL|GASOLINA|5|4|0|20387.46|2446.5|
JAPON|G8, CENTRALSA|02/08/2019| 8711209000|2004|YAMAHA|XV250|250|LIVIANO|MOTO|OCASIONAL|GASOLINA|1|0|0|5281.09|633.73|
COREA DEL SUR|G8, CENTRALSA|02/08/2019| 8703236900|2012|HYUNDAI|ACCENT GLS|1600|LIVIANO|AUTOMOVIL|OCASIONAL|GASOLINA|5|4|0|17332.41|2079.89|
JAPON|PUERTO BARRIOS|01/08/2019| 8703237900|2016|MAZDA|CX-5 GRAND TOURING|2500|LIVIANO|CAMIONETA|OCASIONAL|GASOLINA|5|4|0|40490.9|4858.91|
ESTADOS UNIDOS|EL CARMEN|01/08/2019| 8704315100|1999|NISSAN|FRONTIER KING CAB XE 4X2|2400|LIVIANO|PICK UP|OCASIONAL|GASOLINA|4|2|1|20571.68|2468.6|
CANADA|G1, INTEGRADA|02/08/2019| 8703236900|2017|TOYOTA|COROLLA LE|1800|LIVIANO|AUTOMOVIL|OCASIONAL|GASOLINA|5|4|0|22974.27|2756.91|
JAPON|EL CARMEN|01/08/2019| 8703236900|2016|MAZDA|MAZDA3 i SPORT|2000|LIVIANO|AUTOMOVIL|OCASIONAL|GASOLINA|5|4|0|21362.31|2563.48|
CHINA|PUERTO QUETZAL|07/08/2019| 8711209000|2019|FREEDOM|TUNNING 125|125|LIVIANO|MOTO|DISTRIBUIDOR|GASOLINA|2|0|0|383590.98|46030.92|
CHINA|PUERTO QUETZAL|07/08/2019| 8711209000|2019|FREEDOM|TUNNING 125|125|LIVIANO|MOTO|DISTRIBUIDOR|GASOLINA|2|0|0|383590.98|46030.92|
CHINA|PUERTO QUETZAL|07/08/2019| 8711209000|2019|FREEDOM|TUNNING 125|125|LIVIANO|MOTO|DISTRIBUIDOR|GASOLINA|2|0|0|383590.98|46030.92|
CHINA|PUERTO QUETZAL|07/08/2019| 8711209000|2019|FREEDOM|TUNNING 125|125|LIVIANO|MOTO|DISTRIBUIDOR|GASOLINA|2|0|0|383590.98|46030.92|
CHINA|PUERTO QUETZAL|07/08/2019| 8711209000|2019|FREEDOM|TUNNING 125|125|LIVIANO|MOTO|DISTRIBUIDOR|GASOLINA|2|0|0|383590.98|46030.92|
CHINA|PUERTO QUETZAL|07/08/2019| 8711209000|2019|FREEDOM|TUNNING 125|125|LIVIANO|MOTO|DISTRIBUIDOR|GASOLINA|2|0|0|383590.98|46030.92|
CHINA|PUERTO QUETZAL|07/08/2019| 8711209000|2019|FREEDOM|TUNNING 125|125|LIVIANO|MOTO|DISTRIBUIDOR|GASOLINA|2|0|0|383590.98|46030.92|
CHINA|PUERTO QUETZAL|07/08/2019| 8711209000|2019|FREEDOM|TUNNING 125|125|LIVIANO|MOTO|DISTRIBUIDOR|GASOLINA|2|0|0|383590.98|46030.92|
CHINA|PUERTO QUETZAL|07/08/2019| 8711209000|2019|FREEDOM|TUNNING 125|125|LIVIANO|MOTO|DISTRIBUIDOR|GASOLINA|2|0|0|383590.98|46030.92|
CHINA|PUERTO QUETZAL|07/08/2019| 8711209000|2019|FREEDOM|TUNNING 125|125|LIVIANO|MOTO|DISTRIBUIDOR|GASOLINA|2|0|0|383590.98|46030.92|
CHINA|PUERTO QUETZAL|07/08/2019| 8711209000|2019|FREEDOM|TUNNING 125|125|LIVIANO|MOTO|DISTRIBUIDOR|GASOLINA|2|0|0|383590.98|46030.92|
CHINA|PUERTO QUETZAL|07/08/2019| 8711209000|2019|FREEDOM|TUNNING 125|125|LIVIANO|MOTO|DISTRIBUIDOR|GASOLINA|2|0|0|383590.98|46030.92|
CHINA|PUERTO QUETZAL|07/08/2019| 8711209000|2019|FREEDOM|TUNNING 125|125|LIVIANO|MOTO|DISTRIBUIDOR|GASOLINA|2|0|0|383590.98|46030.92|
CHINA|PUERTO QUETZAL|07/08/2019| 8711209000|2019|FREEDOM|TUNNING 125|125|LIVIANO|MOTO|DISTRIBUIDOR|GASOLINA|2|0|0|383590.98|46030.92|
CHINA|PUERTO QUETZAL|07/08/2019| 8711209000|2019|FREEDOM|TUNNING 125|125|LIVIANO|MOTO|DISTRIBUIDOR|GASOLINA|2|0|0|383590.98|46030.92|
CHINA|PUERTO QUETZAL|07/08/2019| 8711209000|2019|FREEDOM|TUNNING 125|125|LIVIANO|MOTO|DISTRIBUIDOR|GASOLINA|2|0|0|383590.98|46030.92|
CHINA|PUERTO QUETZAL|07/08/2019| 8711209000|2019|FREEDOM|TUNNING 125|125|LIVIANO|MOTO|DISTRIBUIDOR|GASOLINA|2|0|0|383590.98|46030.92|
CHINA|PUERTO QUETZAL|07/08/2019| 8711209000|2019|FREEDOM|TUNNING 125|125|LIVIANO|MOTO|DISTRIBUIDOR|GASOLINA|2|0|0|383590.98|46030.92|
CHINA|PUERTO QUETZAL|07/08/2019| 8711209000|2019|FREEDOM|TUNNING 125|125|LIVIANO|MOTO|DISTRIBUIDOR|GASOLINA|2|0|0|383590.98|46030.92|
CHINA|PUERTO QUETZAL|07/08/2019| 8711209000|2019|FREEDOM|TUNNING 125|125|LIVIANO|MOTO|DISTRIBUIDOR|GASOLINA|2|0|0|383590.98|46030.92|
CHINA|PUERTO QUETZAL|07/08/2019| 8711209000|2019|FREEDOM|TUNNING 125|125|LIVIANO|MOTO|DISTRIBUIDOR|GASOLINA|2|0|0|383590.98|46030.92|
CHINA|PUERTO QUETZAL|07/08/2019| 8711209000|2019|FREEDOM|TUNNING 125|125|LIVIANO|MOTO|DISTRIBUIDOR|GASOLINA|2|0|0|383590.98|46030.92|
CHINA|PUERTO QUETZAL|07/08/2019| 8711209000|2019|FREEDOM|TUNNING 125|125|LIVIANO|MOTO|DISTRIBUIDOR|GASOLINA|2|0|0|383590.98|46030.92|
CHINA|PUERTO QUETZAL|07/08/2019| 8711209000|2019|FREEDOM|TUNNING 125|125|LIVIANO|MOTO|DISTRIBUIDOR|GASOLINA|2|0|0|383590.98|46030.92|
CHINA|PUERTO QUETZAL|07/08/2019| 8711209000|2019|FREEDOM|TUNNING 125|125|LIVIANO|MOTO|DISTRIBUIDOR|GASOLINA|2|0|0|383590.98|46030.92|
CHINA|PUERTO QUETZAL|07/08/2019| 8711209000|2019|FREEDOM|TUNNING 125|125|LIVIANO|MOTO|DISTRIBUIDOR|GASOLINA|2|0|0|383590.98|46030.92|
CHINA|PUERTO QUETZAL|07/08/2019| 8711209000|2019|FREEDOM|TUNNING 125|125|LIVIANO|MOTO|DISTRIBUIDOR|GASOLINA|2|0|0|383590.98|46030.92|
CHINA|PUERTO QUETZAL|07/08/2019| 8711209000|2019|FREEDOM|TUNNING 125|125|LIVIANO|MOTO|DISTRIBUIDOR|GASOLINA|2|0|0|383590.98|46030.92|
CHINA|PUERTO QUETZAL|07/08/2019| 8711209000|2019|FREEDOM|TUNNING 125|125|LIVIANO|MOTO|DISTRIBUIDOR|GASOLINA|2|0|0|383590.98|46030.92|
CHINA|PUERTO QUETZAL|07/08/2019| 8711209000|2019|FREEDOM|TUNNING 125|125|LIVIANO|MOTO|DISTRIBUIDOR|GASOLINA|2|0|0|383590.98|46030.92|
CHINA|PUERTO QUETZAL|07/08/2019| 8711209000|2019|FREEDOM|TUNNING 125|125|LIVIANO|MOTO|DISTRIBUIDOR|GASOLINA|2|0|0|383590.98|46030.92|
CHINA|PUERTO QUETZAL|07/08/2019| 8711209000|2019|FREEDOM|TUNNING 125|125|LIVIANO|MOTO|DISTRIBUIDOR|GASOLINA|2|0|0|383590.98|46030.92|
CHINA|PUERTO QUETZAL|07/08/2019| 8711209000|2019|FREEDOM|TUNNING 125|125|LIVIANO|MOTO|DISTRIBUIDOR|GASOLINA|2|0|0|383590.98|46030.92|
CHINA|PUERTO QUETZAL|07/08/2019| 8711209000|2019|FREEDOM|TUNNING 125|125|LIVIANO|MOTO|DISTRIBUIDOR|GASOLINA|2|0|0|383590.98|46030.92|
CHINA|PUERTO QUETZAL|07/08/2019| 8711209000|2019|FREEDOM|TUNNING 125|125|LIVIANO|MOTO|DISTRIBUIDOR|GASOLINA|2|0|0|383590.98|46030.92|
CHINA|PUERTO QUETZAL|07/08/2019| 8711209000|2019|FREEDOM|TUNNING 125|125|LIVIANO|MOTO|DISTRIBUIDOR|GASOLINA|2|0|0|383590.98|46030.92|
CHINA|PUERTO QUETZAL|07/08/2019| 8711209000|2019|FREEDOM|TUNNING 125|125|LIVIANO|MOTO|DISTRIBUIDOR|GASOLINA|2|0|0|383590.98|46030.92|
CHINA|PUERTO QUETZAL|07/08/2019| 8711209000|2019|FREEDOM|TUNNING 125|125|LIVIANO|MOTO|DISTRIBUIDOR|GASOLINA|2|0|0|383590.98|46030.92|
CHINA|PUERTO QUETZAL|07/08/2019| 8711209000|2019|FREEDOM|TUNNING 125|125|LIVIANO|MOTO|DISTRIBUIDOR|GASOLINA|2|0|0|383590.98|46030.92|
COREA DEL SUR|PUERTO QUETZAL|09/07/2019| 8703326400|2010|HYUNDAI|SANTA FE MLX 2WD|1995|LIVIANO|CAMIONETA|OCASIONAL|DIESEL|7|5|0|33255.27|3990.63|
COREA DEL SUR|PUERTO QUETZAL|09/07/2019| 8702107000|2005|KIA|BONGO III|2900|PESADO|MICROBUS|OCASIONAL|DIESEL|15|4|0|15129.99|1815.6|
JAPON|TECUN UMAN|09/07/2019| 8704215900|2007|ISUZU|NPR 4X2|5200|PESADO|CAMION|OCASIONAL|DIESEL|3|2|3.4|58934.86|7072.18|
MEXICO|EL CARMEN|09/07/2019| 8703236900|2015|NISSAN|SENTRA S|1800|LIVIANO|AUTOMOVIL|OCASIONAL|GASOLINA|5|4|0|25636.51|3076.38|
JAPON|SANTO TOMAS DE CASTILLA|12/07/2019| 8703237900|2007|HONDA|CR-V EX 4X4|2400|LIVIANO|CAMIONETA|OCASIONAL|GASOLINA|5|4|0|19667.23|2360.07|
JAPON|G8, CENTRALSA|10/07/2019| 8703226900|2010|TOYOTA|YARIS|1500|LIVIANO|AUTOMOVIL|OCASIONAL|GASOLINA|5|2|0|14538.62|1744.63|
JAPON|G8, CENTRALSA|11/07/2019| 8703237900|2016|MAZDA|CX-5 GRAND TOURING AWD|2500|LIVIANO|CAMIONETA|OCASIONAL|GASOLINA|5|4|0|37809.62|4537.15|
COREA DEL SUR|PUERTO QUETZAL|10/07/2019| 8703327300|2002|KIA|SORENTO|2500|LIVIANO|CAMIONETA|OCASIONAL|DIESEL|7|5|0|22694.99|2723.4|
ALEMANIA REP. FED.|PUERTO BARRIOS|09/07/2019| 8711409000|2015|BMW|F700 GS|800|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|53330.62|6399.67|
ESTADOS UNIDOS|EL CARMEN|10/07/2019| 8704315100|1995|TOYOTA|DX 4X4|2400|LIVIANO|PICK UP|OCASIONAL|GASOLINA|2|2|1|29858.62|3583.03|
SUECIA|SANTO TOMAS DE CASTILLA|09/07/2019| 8703236900|2008|VOLVO|C30 T5|2000|LIVIANO|AUTOMOVIL|OCASIONAL|GASOLINA|5|2|0|11965.75|1435.89|
JAPON|SANTO TOMAS DE CASTILLA|09/07/2019| 8703236900|2012|MITSUBISHI|LANCER ES|2000|LIVIANO|AUTOMOVIL|OCASIONAL|GASOLINA|5|4|0|16902.12|2028.25|
JAPON|TECUN UMAN|10/07/2019| 8704215900|1995|GMC|FORWARD W4S042|3900|PESADO|CAMION|OCASIONAL|DIESEL|3|2|3.4|39322.62|4718.71|
MEXICO|EL CARMEN|10/07/2019| 8703236900|2013|FORD|FIESTA SE|1600|LIVIANO|AUTOMOVIL|OCASIONAL|GASOLINA|5|4|0|17948.63|2153.84|
JAPON|G8, CENTRALSA|10/07/2019| 8703237900|2010|SUZUKI|GRAND VITARA 2WD|2400|LIVIANO|CAMIONETA|OCASIONAL|GASOLINA|5|4|0|22010.15|2641.22|
ESTADOS UNIDOS|TECUN UMAN|10/07/2019| 87163900|1994|FRUEHAUF|PBA-NF2-45N|0|PESADO|PLATAFORMA|OCASIONAL|OTROS|0|0|20|25498.26|3059.79|
CANADA|G8, CENTRALSA|10/07/2019| 8703237900|2012|HONDA|CR-V LX 2WD|2400|LIVIANO|CAMIONETA|OCASIONAL|GASOLINA|5|4|0|23217.24|2786.07|
JAPON|TECUN UMAN|09/07/2019| 8704229000|1999|UD NISSAN|UD2600|6925|PESADO|CAMION FURGON|OCASIONAL|DIESEL|3|2|10|40858.66|4903.04|
COREA DEL SUR|PUERTO QUETZAL|10/07/2019| 8703326900|2005|KIA|SPORTAGE TLX|2000|LIVIANO|CAMIONETA|OCASIONAL|DIESEL|5|5|0|15974.82|1916.98|
ESTADOS UNIDOS|TECUN UMAN|10/07/2019| 8701200000|2008|FREIGHTLINER|COLUMBIA CL120064S T|14000|PESADO|CABEZAL|OCASIONAL|DIESEL|2|2|15|71579.46|8589.54|
CHINA|TECUN UMAN|10/07/2019| 8711209000|2007|TAOTAO|ARGO AR150-18|150|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|3641.41|436.97|
INDIA|PUERTO QUETZAL|16/07/2019| 8711309000|2020|YAMAHA|FZN150|150|LIVIANO|MOTO|DISTRIBUIDOR|GASOLINA|2|0|0|902911.35|108349.36|
INDIA|PUERTO QUETZAL|16/07/2019| 8711309000|2020|YAMAHA|FZN150|150|LIVIANO|MOTO|DISTRIBUIDOR|GASOLINA|2|0|0|902911.35|108349.36|
INDIA|PUERTO QUETZAL|16/07/2019| 8711309000|2020|YAMAHA|FZN150|150|LIVIANO|MOTO|DISTRIBUIDOR|GASOLINA|2|0|0|902911.35|108349.36|
INDIA|PUERTO QUETZAL|16/07/2019| 8711309000|2020|YAMAHA|FZN150|150|LIVIANO|MOTO|DISTRIBUIDOR|GASOLINA|2|0|0|902911.35|108349.36|
INDIA|PUERTO QUETZAL|16/07/2019| 8711309000|2020|YAMAHA|FZN150|150|LIVIANO|MOTO|DISTRIBUIDOR|GASOLINA|2|0|0|902911.35|108349.36|
INDIA|PUERTO QUETZAL|16/07/2019| 8711309000|2020|YAMAHA|FZN150|150|LIVIANO|MOTO|DISTRIBUIDOR|GASOLINA|2|0|0|902911.35|108349.36|
INDIA|PUERTO QUETZAL|16/07/2019| 8711309000|2020|YAMAHA|FZN150|150|LIVIANO|MOTO|DISTRIBUIDOR|GASOLINA|2|0|0|902911.35|108349.36|
INDIA|PUERTO QUETZAL|16/07/2019| 8711309000|2020|YAMAHA|FZN150|150|LIVIANO|MOTO|DISTRIBUIDOR|GASOLINA|2|0|0|902911.35|108349.36|
INDIA|PUERTO QUETZAL|16/07/2019| 8711309000|2020|YAMAHA|FZN150|150|LIVIANO|MOTO|DISTRIBUIDOR|GASOLINA|2|0|0|902911.35|108349.36|
INDIA|PUERTO QUETZAL|16/07/2019| 8711309000|2020|YAMAHA|FZN150|150|LIVIANO|MOTO|DISTRIBUIDOR|GASOLINA|2|0|0|902911.35|108349.36|
INDIA|PUERTO QUETZAL|16/07/2019| 8711309000|2020|YAMAHA|FZN150|150|LIVIANO|MOTO|DISTRIBUIDOR|GASOLINA|2|0|0|902911.35|108349.36|
INDIA|PUERTO QUETZAL|16/07/2019| 8711309000|2020|YAMAHA|FZN150|150|LIVIANO|MOTO|DISTRIBUIDOR|GASOLINA|2|0|0|902911.35|108349.36|
INDIA|PUERTO QUETZAL|16/07/2019| 8711309000|2020|YAMAHA|FZN150|150|LIVIANO|MOTO|DISTRIBUIDOR|GASOLINA|2|0|0|902911.35|108349.36|
INDIA|PUERTO QUETZAL|16/07/2019| 8711309000|2020|YAMAHA|FZN150|150|LIVIANO|MOTO|DISTRIBUIDOR|GASOLINA|2|0|0|902911.35|108349.36|
INDIA|PUERTO QUETZAL|16/07/2019| 8711309000|2020|YAMAHA|FZN150|150|LIVIANO|MOTO|DISTRIBUIDOR|GASOLINA|2|0|0|902911.35|108349.36|
INDIA|PUERTO QUETZAL|16/07/2019| 8711309000|2020|YAMAHA|FZN150|150|LIVIANO|MOTO|DISTRIBUIDOR|GASOLINA|2|0|0|902911.35|108349.36|
INDIA|PUERTO QUETZAL|16/07/2019| 8711309000|2020|YAMAHA|FZN150|150|LIVIANO|MOTO|DISTRIBUIDOR|GASOLINA|2|0|0|902911.35|108349.36|
INDIA|PUERTO QUETZAL|16/07/2019| 8711309000|2020|YAMAHA|FZN150|150|LIVIANO|MOTO|DISTRIBUIDOR|GASOLINA|2|0|0|902911.35|108349.36|
INDIA|PUERTO QUETZAL|16/07/2019| 8711309000|2020|YAMAHA|FZN150|150|LIVIANO|MOTO|DISTRIBUIDOR|GASOLINA|2|0|0|902911.35|108349.36|
INDIA|PUERTO QUETZAL|16/07/2019| 8711309000|2020|YAMAHA|FZN150|150|LIVIANO|MOTO|DISTRIBUIDOR|GASOLINA|2|0|0|902911.35|108349.36|
INDIA|PUERTO QUETZAL|16/07/2019| 8711309000|2020|YAMAHA|FZN150|150|LIVIANO|MOTO|DISTRIBUIDOR|GASOLINA|2|0|0|902911.35|108349.36|
INDIA|PUERTO QUETZAL|16/07/2019| 8711309000|2020|YAMAHA|FZN150|150|LIVIANO|MOTO|DISTRIBUIDOR|GASOLINA|2|0|0|902911.35|108349.36|
INDIA|PUERTO QUETZAL|16/07/2019| 8711309000|2020|YAMAHA|FZN150|150|LIVIANO|MOTO|DISTRIBUIDOR|GASOLINA|2|0|0|902911.35|108349.36|
INDIA|PUERTO QUETZAL|16/07/2019| 8711309000|2020|YAMAHA|FZN150|150|LIVIANO|MOTO|DISTRIBUIDOR|GASOLINA|2|0|0|902911.35|108349.36|
INDIA|PUERTO QUETZAL|16/07/2019| 8711309000|2020|YAMAHA|FZN150|150|LIVIANO|MOTO|DISTRIBUIDOR|GASOLINA|2|0|0|902911.35|108349.36|
INDIA|PUERTO QUETZAL|16/07/2019| 8711309000|2020|YAMAHA|FZN150|150|LIVIANO|MOTO|DISTRIBUIDOR|GASOLINA|2|0|0|902911.35|108349.36|
INDIA|PUERTO QUETZAL|16/07/2019| 8711309000|2020|YAMAHA|FZN150|150|LIVIANO|MOTO|DISTRIBUIDOR|GASOLINA|2|0|0|902911.35|108349.36|
INDIA|PUERTO QUETZAL|16/07/2019| 8711309000|2020|YAMAHA|FZN150|150|LIVIANO|MOTO|DISTRIBUIDOR|GASOLINA|2|0|0|902911.35|108349.36|
INDIA|PUERTO QUETZAL|16/07/2019| 8711309000|2020|YAMAHA|FZN150|150|LIVIANO|MOTO|DISTRIBUIDOR|GASOLINA|2|0|0|902911.35|108349.36|
INDIA|PUERTO QUETZAL|16/07/2019| 8711309000|2020|YAMAHA|FZN150|150|LIVIANO|MOTO|DISTRIBUIDOR|GASOLINA|2|0|0|902911.35|108349.36|
INDIA|PUERTO QUETZAL|16/07/2019| 8711309000|2020|YAMAHA|FZN150|150|LIVIANO|MOTO|DISTRIBUIDOR|GASOLINA|2|0|0|902911.35|108349.36|
INDIA|PUERTO QUETZAL|16/07/2019| 8711309000|2020|YAMAHA|FZN150|150|LIVIANO|MOTO|DISTRIBUIDOR|GASOLINA|2|0|0|902911.35|108349.36|
INDIA|PUERTO QUETZAL|16/07/2019| 8711309000|2020|YAMAHA|FZN150|150|LIVIANO|MOTO|DISTRIBUIDOR|GASOLINA|2|0|0|902911.35|108349.36|
INDIA|PUERTO QUETZAL|16/07/2019| 8711309000|2020|YAMAHA|FZN150|150|LIVIANO|MOTO|DISTRIBUIDOR|GASOLINA|2|0|0|902911.35|108349.36|
INDIA|PUERTO QUETZAL|16/07/2019| 8711309000|2020|YAMAHA|FZN150|150|LIVIANO|MOTO|DISTRIBUIDOR|GASOLINA|2|0|0|902911.35|108349.36|
INDIA|PUERTO QUETZAL|16/07/2019| 8711309000|2020|YAMAHA|FZN150|150|LIVIANO|MOTO|DISTRIBUIDOR|GASOLINA|2|0|0|902911.35|108349.36|
INDIA|PUERTO QUETZAL|16/07/2019| 8711309000|2020|YAMAHA|FZN150|150|LIVIANO|MOTO|DISTRIBUIDOR|GASOLINA|2|0|0|902911.35|108349.36|
INDIA|PUERTO QUETZAL|16/07/2019| 8711309000|2020|YAMAHA|FZN150|150|LIVIANO|MOTO|DISTRIBUIDOR|GASOLINA|2|0|0|902911.35|108349.36|
INDIA|PUERTO QUETZAL|16/07/2019| 8711309000|2020|YAMAHA|FZN150|150|LIVIANO|MOTO|DISTRIBUIDOR|GASOLINA|2|0|0|902911.35|108349.36|
INDIA|PUERTO QUETZAL|16/07/2019| 8711309000|2020|YAMAHA|FZN150|150|LIVIANO|MOTO|DISTRIBUIDOR|GASOLINA|2|0|0|902911.35|108349.36|
INDIA|PUERTO QUETZAL|16/07/2019| 8711309000|2020|YAMAHA|FZN150|150|LIVIANO|MOTO|DISTRIBUIDOR|GASOLINA|2|0|0|902911.35|108349.36|
INDIA|PUERTO QUETZAL|16/07/2019| 8711309000|2020|YAMAHA|FZN150|150|LIVIANO|MOTO|DISTRIBUIDOR|GASOLINA|2|0|0|902911.35|108349.36|
INDIA|PUERTO QUETZAL|16/07/2019| 8711309000|2020|YAMAHA|FZN150|150|LIVIANO|MOTO|DISTRIBUIDOR|GASOLINA|2|0|0|902911.35|108349.36|
ALEMANIA REP. FED.|TECUN UMAN|06/08/2019| 8703236900|2008|AUDI|A4  QUATTRO|2000|LIVIANO|AUTOMOVIL|OCASIONAL|GASOLINA|5|4|0|11095.44|1331.45|
JAPON|G1, INTEGRADA|07/08/2019| 8703237900|2005|HONDA|CR-V LX 2WD|2400|LIVIANO|CAMIONETA|OCASIONAL|GASOLINA|5|4|0|13815.67|1657.88|
MEXICO|PUERTO QUETZAL|06/08/2019| 8704215900|2020|NISSAN|FRONTIER D23 4X4|2500|LIVIANO|PICK UP|OCASIONAL|DIESEL|5|4|1|186672.66|22400.72|
JAPON|PUERTO BARRIOS|06/08/2019| 8703236900|2012|MAZDA|MAZDA3 i TOURING|2000|LIVIANO|AUTOMOVIL|OCASIONAL|GASOLINA|5|4|0|10735.3|1288.24|
CANADA|SANTO TOMAS DE CASTILLA|06/08/2019| 8703249000|2008|SUZUKI|XL-7 PREMIUM 4X4|3600|LIVIANO|CAMIONETA|OCASIONAL|GASOLINA|5|4|0|18987.92|2278.55|
JAPON|TECUN UMAN|06/08/2019| 8703225900|1987|SUZUKI|SAMURAI JX 4X4|1300|LIVIANO|JEEP|OCASIONAL|GASOLINA|4|2|0|18236.99|2188.44|
MEXICO|PUERTO QUETZAL|06/08/2019| 8704215900|2020|NISSAN|FRONTIER D23 4X4|2500|LIVIANO|PICK UP|OCASIONAL|DIESEL|5|4|1|181237.12|21748.45|
MEXICO|PUERTO BARRIOS|06/08/2019| 8703237900|2015|HONDA|CR-V LX 2WD|2400|LIVIANO|CAMIONETA|OCASIONAL|GASOLINA|5|4|0|45944.95|5513.39|
JAPON|MELCHOR DE MENCOS|06/08/2019| 8704215100|1986|TOYOTA|REGULAR CAB|3000|LIVIANO|PICK UP|OCASIONAL|DIESEL|2|2|1|12873.17|1544.78|
