Pais de Proveniencia|Aduana de Ingreso| Fecha de la Poliza|Partida Arancelaria|Modelo del Vehiculo|Marca|Linea|Centimetros Cubicos|Distintivo|Tipo de Vehiculo|Tipo de Importador|Tipo Combustible|Asientos|Puertas|Tonelaje|Valor CIF|Impuesto
CHINA|PUERTO QUETZAL|19/07/2019| 8711209000|2020|HONDA|XR190L|190|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|7849242.12|941909.05|
CHINA|PUERTO QUETZAL|19/07/2019| 8711209000|2020|HONDA|XR190L|190|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|7849242.12|941909.05|
CHINA|PUERTO QUETZAL|19/07/2019| 8711209000|2020|HONDA|XR190L|190|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|7849242.12|941909.05|
CHINA|PUERTO QUETZAL|19/07/2019| 8711209000|2020|HONDA|XR190L|190|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|7849242.12|941909.05|
CHINA|PUERTO QUETZAL|19/07/2019| 8711209000|2020|HONDA|XR190L|190|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|7849242.12|941909.05|
CHINA|PUERTO QUETZAL|19/07/2019| 8711209000|2020|HONDA|XR190L|190|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|7849242.12|941909.05|
CHINA|PUERTO QUETZAL|19/07/2019| 8711209000|2020|HONDA|XR190L|190|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|7849242.12|941909.05|
CHINA|PUERTO QUETZAL|19/07/2019| 8711209000|2020|HONDA|XR190L|190|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|7849242.12|941909.05|
CHINA|PUERTO QUETZAL|19/07/2019| 8711209000|2020|HONDA|XR190L|190|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|7849242.12|941909.05|
CHINA|PUERTO QUETZAL|19/07/2019| 8711209000|2020|HONDA|XR190L|190|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|7849242.12|941909.05|
CHINA|PUERTO QUETZAL|19/07/2019| 8711209000|2020|HONDA|XR190L|190|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|7849242.12|941909.05|
CHINA|PUERTO QUETZAL|19/07/2019| 8711209000|2020|HONDA|XR190L|190|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|7849242.12|941909.05|
CHINA|PUERTO QUETZAL|19/07/2019| 8711209000|2020|HONDA|XR190L|190|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|7849242.12|941909.05|
CHINA|PUERTO QUETZAL|19/07/2019| 8711209000|2020|HONDA|XR190L|190|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|7849242.12|941909.05|
CHINA|PUERTO QUETZAL|19/07/2019| 8711209000|2020|HONDA|XR190L|190|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|7849242.12|941909.05|
CHINA|PUERTO QUETZAL|19/07/2019| 8711209000|2020|HONDA|XR190L|190|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|7849242.12|941909.05|
CHINA|PUERTO QUETZAL|19/07/2019| 8711209000|2020|HONDA|XR190L|190|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|7849242.12|941909.05|
CHINA|PUERTO QUETZAL|19/07/2019| 8711209000|2020|HONDA|XR190L|190|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|7849242.12|941909.05|
CHINA|PUERTO QUETZAL|19/07/2019| 8711209000|2020|HONDA|XR190L|190|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|7849242.12|941909.05|
CHINA|PUERTO QUETZAL|19/07/2019| 8711209000|2020|HONDA|XR190L|190|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|7849242.12|941909.05|
CHINA|PUERTO QUETZAL|19/07/2019| 8711209000|2020|HONDA|XR190L|190|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|7849242.12|941909.05|
CHINA|PUERTO QUETZAL|19/07/2019| 8711209000|2020|HONDA|XR190L|190|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|7849242.12|941909.05|
CHINA|PUERTO QUETZAL|19/07/2019| 8711209000|2020|HONDA|XR190L|190|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|7849242.12|941909.05|
COREA DEL SUR|SANTO TOMAS DE CASTILLA|08/07/2019| 8703237900|2011|KIA|SPORTAGE 4X2|2400|LIVIANO|CAMIONETA|OCASIONAL|GASOLINA|5|4|0|24677.2|2961.26|
JAPON|EL CARMEN|09/07/2019| 8704315100|1986|TOYOTA|STD 4X2|2400|LIVIANO|PICK UP|OCASIONAL|GASOLINA|2|2|1|28518.07|3422.17|
CHINA|PUERTO QUETZAL|23/07/2019| 8711209000|2020|ITALIKA|GS150|150|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|318344.67|38201.36|
CHINA|PUERTO QUETZAL|23/07/2019| 8711209000|2020|ITALIKA|GS150|150|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|318344.67|38201.36|
CHINA|PUERTO QUETZAL|23/07/2019| 8711209000|2020|ITALIKA|GS150|150|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|318344.67|38201.36|
CHINA|PUERTO QUETZAL|23/07/2019| 8711209000|2020|ITALIKA|GS150|150|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|318344.67|38201.36|
CHINA|PUERTO QUETZAL|23/07/2019| 8711209000|2020|ITALIKA|GS150|150|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|318344.67|38201.36|
CHINA|PUERTO QUETZAL|23/07/2019| 8711209000|2020|ITALIKA|GS150|150|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|318344.67|38201.36|
CHINA|PUERTO QUETZAL|23/07/2019| 8711209000|2020|ITALIKA|GS150|150|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|318344.67|38201.36|
CHINA|PUERTO QUETZAL|23/07/2019| 8711209000|2020|ITALIKA|GS150|150|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|318344.67|38201.36|
ESTADOS UNIDOS|TECUN UMAN|22/07/2019| 8703236900|2015|TOYOTA|COROLLA S|1800|LIVIANO|AUTOMOVIL|OCASIONAL|GASOLINA|5|4|0|37337.37|4480.48|
COREA DEL SUR|G8, CENTRALSA|23/07/2019| 8703237900|2012|KIA|SPORTAGE LX|2400|LIVIANO|CAMIONETA|OCASIONAL|GASOLINA|5|4|0|28982.37|3477.88|
FRANCIA|G1, INTEGRADA|25/07/2019| 8703226900|2016|TOYOTA|YARIS LE|1500|LIVIANO|AUTOMOVIL|OCASIONAL|GASOLINA|5|4|0|35099.88|4211.99|
ESTADOS UNIDOS|TECUN UMAN|23/07/2019| 8703237900|2006|SUBARU|B9 TRIBECA|3000|LIVIANO|CAMIONETA|OCASIONAL|GASOLINA|5|4|0|28156.05|3378.73|
JAPON|G8, CENTRALSA|24/07/2019| 8703247000|2000|TOYOTA|4RUNNER SR5 4WD|3400|LIVIANO|CAMIONETA|OCASIONAL|GASOLINA|5|4|0|25348.09|3041.77|
JAPON|EL CARMEN|22/07/2019| 8703236900|2011|MAZDA|MAZDA 3i|2000|LIVIANO|AUTOMOVIL|OCASIONAL|GASOLINA|5|4|0|19204.26|2304.51|
JAPON|SANTO TOMAS DE CASTILLA|22/07/2019| 8703226900|2006|SCION|XA|1500|LIVIANO|AUTOMOVIL|OCASIONAL|GASOLINA|5|4|0|9721.79|1166.61|
JAPON|EL CARMEN|22/07/2019| 8703236900|2002|TOYOTA|RAV4  L 4X2|2000|LIVIANO|CAMIONETA|OCASIONAL|GASOLINA|5|4|0|25095.61|3011.47|
ESTADOS UNIDOS|EL CARMEN|23/07/2019| 8704315100|1995|NISSAN|KING CAB SE 4X4|3000|LIVIANO|PICK UP|OCASIONAL|GASOLINA|4|2|1|33511.82|4021.42|
JAPON|EL CARMEN|22/07/2019| 8703226900|2010|HONDA|FIT|1500|LIVIANO|AUTOMOVIL|OCASIONAL|GASOLINA|5|4|0|19586.82|2350.42|
JAPON|EL CARMEN|22/07/2019| 8704219900|1998|CHEVROLET|W4S042 TILTMASTER|3856|PESADO|CAMION FURGON|OCASIONAL|DIESEL|3|2|3.4|40703.85|4884.46|
JAPON|G1, INTEGRADA|24/07/2019| 8703236900|2003|MAZDA|PROTEGE|2000|LIVIANO|AUTOMOVIL|OCASIONAL|GASOLINA|5|4|0|10271.67|1232.6|
CHINA|PUERTO QUETZAL|23/07/2019| 8711209000|2020|ITALIKA|GTK125|125|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|447394.32|53687.32|
CHINA|PUERTO QUETZAL|23/07/2019| 8711209000|2020|ITALIKA|GTK125|125|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|447394.32|53687.32|
CHINA|PUERTO QUETZAL|23/07/2019| 8711209000|2020|ITALIKA|GTK125|125|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|447394.32|53687.32|
CHINA|PUERTO QUETZAL|23/07/2019| 8711209000|2020|ITALIKA|GTK125|125|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|447394.32|53687.32|
CHINA|PUERTO QUETZAL|23/07/2019| 8711209000|2020|ITALIKA|GTK125|125|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|447394.32|53687.32|
CHINA|PUERTO QUETZAL|23/07/2019| 8711209000|2020|ITALIKA|GTK125|125|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|447394.32|53687.32|
CHINA|PUERTO QUETZAL|23/07/2019| 8711209000|2020|ITALIKA|GTK125|125|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|447394.32|53687.32|
CHINA|PUERTO QUETZAL|23/07/2019| 8711209000|2020|ITALIKA|GTK125|125|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|447394.32|53687.32|
CHINA|PUERTO QUETZAL|23/07/2019| 8711209000|2020|ITALIKA|GTK125|125|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|447394.32|53687.32|
CHINA|PUERTO QUETZAL|23/07/2019| 8711209000|2020|ITALIKA|GTK125|125|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|447394.32|53687.32|
CHINA|PUERTO QUETZAL|23/07/2019| 8711209000|2020|ITALIKA|GTK125|125|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|447394.32|53687.32|
CHINA|PUERTO QUETZAL|23/07/2019| 8711209000|2020|ITALIKA|GTK125|125|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|447394.32|53687.32|
CHINA|PUERTO QUETZAL|23/07/2019| 8711209000|2020|ITALIKA|GTK125|125|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|447394.32|53687.32|
CHINA|PUERTO QUETZAL|23/07/2019| 8711209000|2020|ITALIKA|GTK125|125|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|447394.32|53687.32|
CHINA|PUERTO QUETZAL|23/07/2019| 8711209000|2020|ITALIKA|GTK125|125|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|447394.32|53687.32|
CHINA|PUERTO QUETZAL|23/07/2019| 8711209000|2020|ITALIKA|GTK125|125|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|447394.32|53687.32|
CHINA|PUERTO QUETZAL|23/07/2019| 8711209000|2020|ITALIKA|GTK125|125|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|447394.32|53687.32|
CHINA|PUERTO QUETZAL|23/07/2019| 8711209000|2020|ITALIKA|GTK125|125|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|447394.32|53687.32|
CHINA|PUERTO QUETZAL|23/07/2019| 8711209000|2020|ITALIKA|GTK125|125|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|447394.32|53687.32|
CHINA|PUERTO QUETZAL|23/07/2019| 8711209000|2020|ITALIKA|GTK125|125|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|447394.32|53687.32|
CHINA|PUERTO QUETZAL|23/07/2019| 8711209000|2020|ITALIKA|GTK125|125|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|447394.32|53687.32|
CHINA|PUERTO QUETZAL|23/07/2019| 8711209000|2020|ITALIKA|GTK125|125|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|447394.32|53687.32|
CHINA|PUERTO QUETZAL|23/07/2019| 8711209000|2020|ITALIKA|GTK125|125|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|447394.32|53687.32|
CHINA|PUERTO QUETZAL|23/07/2019| 8711209000|2020|ITALIKA|GTK125|125|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|447394.32|53687.32|
CHINA|PUERTO QUETZAL|23/07/2019| 8711209000|2020|ITALIKA|GTK125|125|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|447394.32|53687.32|
CHINA|PUERTO QUETZAL|23/07/2019| 8711209000|2020|ITALIKA|GTK125|125|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|447394.32|53687.32|
CHINA|PUERTO QUETZAL|23/07/2019| 8711209000|2020|ITALIKA|GTK125|125|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|447394.32|53687.32|
CHINA|PUERTO QUETZAL|23/07/2019| 8711209000|2020|ITALIKA|GTK125|125|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|447394.32|53687.32|
CHINA|PUERTO QUETZAL|23/07/2019| 8711209000|2020|ITALIKA|GTK125|125|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|447394.32|53687.32|
CHINA|PUERTO QUETZAL|23/07/2019| 8711209000|2020|ITALIKA|GTK125|125|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|447394.32|53687.32|
CHINA|PUERTO QUETZAL|23/07/2019| 8711209000|2020|ITALIKA|GTK125|125|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|447394.32|53687.32|
CHINA|PUERTO QUETZAL|23/07/2019| 8711209000|2020|ITALIKA|GTK125|125|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|447394.32|53687.32|
CHINA|PUERTO QUETZAL|23/07/2019| 8711209000|2020|ITALIKA|GTK125|125|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|447394.32|53687.32|
CHINA|PUERTO QUETZAL|23/07/2019| 8711209000|2020|ITALIKA|GTK125|125|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|447394.32|53687.32|
CHINA|PUERTO QUETZAL|23/07/2019| 8711209000|2020|ITALIKA|GTK125|125|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|447394.32|53687.32|
CHINA|PUERTO QUETZAL|23/07/2019| 8711209000|2020|ITALIKA|GTK125|125|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|447394.32|53687.32|
COREA DEL SUR|PUERTO QUETZAL|15/07/2019| 8703327900|2005|KIA|SORENTO TLX|2500|LIVIANO|CAMIONETA|OCASIONAL|DIESEL|7|5|0|21770.01|2612.4|
COREA DEL SUR|PUERTO QUETZAL|15/07/2019| 8703339000|2004|HYUNDAI|TERRACAN JX290 4X4|2900|LIVIANO|CAMIONETA|OCASIONAL|DIESEL|7|5|0|17811.83|2137.42|
ESTADOS UNIDOS|TECUN UMAN|15/07/2019| 8704315100|2000|NISSAN|FRONTIER XE KING CAB 4X2|2400|LIVIANO|PICK UP|OCASIONAL|GASOLINA|4|2|1|22092.19|2651.06|
FRANCIA|G8, CENTRALSA|16/07/2019| 8703226900|2016|TOYOTA|YARIS|1500|LIVIANO|AUTOMOVIL|OCASIONAL|GASOLINA|5|4|0|22997.36|2759.68|
JAPON|EL CARMEN|15/07/2019| 8703237900|2012|TOYOTA|RAV4 SPORT 4WD|2500|LIVIANO|CAMIONETA|OCASIONAL|GASOLINA|5|4|0|48633.51|5836.02|
ESTADOS UNIDOS|SANTO TOMAS DE CASTILLA|15/07/2019| 8704316900|2001|FREIGHTLINER|MT45|5900|LIVIANO|PANEL|OCASIONAL|DIESEL|1|2|3|53195.77|6383.49|
ESTADOS UNIDOS|PUERTO BARRIOS|17/07/2019| 8704315100|1993|TOYOTA|DLX 4WD|2400|LIVIANO|PICK UP|OCASIONAL|GASOLINA|3|2|1|31796.95|3815.63|
MEXICO|EL CARMEN|16/07/2019| 8703237900|2008|HONDA|CR-V LX 4X2|2400|LIVIANO|CAMIONETA|OCASIONAL|GASOLINA|5|4|0|24186.35|2902.36|
ESTADOS UNIDOS|EL CARMEN|15/07/2019| 8704229000|1989|FORD|L8000|7800|PESADO|CAMION VOLTEO|OCASIONAL|DIESEL|2|2|18|52315.54|6277.86|
JAPON|EL CARMEN|16/07/2019| 8704315100|1992|TOYOTA|STD 4X2|2400|LIVIANO|PICK UP|OCASIONAL|GASOLINA|2|2|1|28503.45|3420.41|
JAPON|TECUN UMAN|15/07/2019| 8703249000|1999|TOYOTA|4RUNNER SR5 4WD|3400|LIVIANO|CAMIONETA|OCASIONAL|GASOLINA|5|4|0|25927.64|3111.32|
ESTADOS UNIDOS|TECUN UMAN|15/07/2019| 8704100000|1998|FREIGHTLINER|FL80|8300|PESADO|CAMION VOLTEO|OCASIONAL|DIESEL|2|2|10|41070|4928.4|
JAPON|EL CARMEN|15/07/2019| 8704315100|1991|TOYOTA|SR5 XTRACAB 2WD|3000|LIVIANO|PICK UP|OCASIONAL|GASOLINA|4|2|1|29465.46|3535.86|
CANADA|SANTO TOMAS DE CASTILLA|22/07/2019| 8703236900|2001|TOYOTA|COROLLA S|1800|LIVIANO|AUTOMOVIL|OCASIONAL|GASOLINA|5|4|0|9440.12|1132.81|
ESTADOS UNIDOS|EL CARMEN|15/07/2019| 8704315100|2000|FORD|RANGER XL 2WD|2500|LIVIANO|PICK UP|OCASIONAL|GASOLINA|2|2|1|16783.93|2014.07|
ESTADOS UNIDOS|SANTO TOMAS DE CASTILLA|15/07/2019| 8703236900|2007|TOYOTA|COROLLA CE|1800|LIVIANO|AUTOMOVIL|OCASIONAL|GASOLINA|5|4|0|11929.25|1431.51|
ESTADOS UNIDOS|EL CARMEN|15/07/2019| 8703236900|2008|TOYOTA|COROLLA CE|1800|LIVIANO|AUTOMOVIL|OCASIONAL|GASOLINA|5|4|0|20941.56|2512.99|
CANADA|SANTO TOMAS DE CASTILLA|15/07/2019| 8703237900|2016|TOYOTA|RAV4 LE AWD|2500|LIVIANO|CAMIONETA|OCASIONAL|GASOLINA|5|4|0|15106.92|1812.83|
JAPON|EL CARMEN|15/07/2019| 8711509000|2006|YAMAHA|XVS1100|1063|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|18528.45|2223.41|
REINO UNIDO|SANTO TOMAS DE CASTILLA|15/07/2019| 8703237900|2006|HONDA|CR-V SE 4X4|2400|LIVIANO|CAMIONETA|OCASIONAL|GASOLINA|5|5|0|13722.63|1646.72|
JAPON|SANTO TOMAS DE CASTILLA|15/07/2019| 8703226900|2010|HONDA|FIT SPORT|1500|LIVIANO|AUTOMOVIL|OCASIONAL|GASOLINA|5|4|0|18087.98|2170.56|
JAPON|EL CARMEN|15/07/2019| 8703236900|2009|TOYOTA|COROLLA LE|1800|LIVIANO|AUTOMOVIL|OCASIONAL|GASOLINA|5|4|0|35132.72|4215.93|
COREA DEL SUR|G8, CENTRALSA|16/07/2019| 8703236900|2013|HYUNDAI|ACCENT GLS|1600|LIVIANO|AUTOMOVIL|OCASIONAL|GASOLINA|5|4|0|20082.42|2409.89|
JAPON|TECUN UMAN|15/07/2019| 8703236900|2010|TOYOTA|PRIUS|1800|LIVIANO|AUTOMOVIL|OCASIONAL|GASOLINA|5|4|0|24761.67|2971.4|
COREA DEL SUR|SANTO TOMAS DE CASTILLA|15/07/2019| 8703237900|2011|KIA|SPORTAGE LX 4X2|2400|LIVIANO|CAMIONETA|OCASIONAL|GASOLINA|5|4|0|36570.25|4388.43|
CANADA|TECUN UMAN|15/07/2019| 8701200000|1998|FREIGHTLINER|D120064S T FLD120|12700|PESADO|CABEZAL|OCASIONAL|DIESEL|2|2|15|40809.19|4897.1|
JAPON|EL CARMEN|15/07/2019| 8703236900|1998|TOYOTA|RAV4 4WD|2000|LIVIANO|CAMIONETA|OCASIONAL|GASOLINA|5|4|0|22092.19|2651.06|
JAPON|EL CARMEN|15/07/2019| 8703236900|1996|TOYOTA|RAV4 2WD|2000|LIVIANO|CAMIONETA|OCASIONAL|GASOLINA|5|4|0|22092.19|2651.06|
JAPON|G1, INTEGRADA|17/07/2019| 8704315100|1989|TOYOTA|DLX REGULAR CAB 4WD|3000|LIVIANO|PICK UP|OCASIONAL|GASOLINA|3|2|1|16377.37|1965.28|
CHINA|EL CARMEN|15/07/2019| 8711209000|2018|APOLO|RFZ|110|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|10142.46|1217.1|
CANADA|EL CARMEN|15/07/2019| 8703237900|2009|TOYOTA|MATRIX S|2400|LIVIANO|CAMIONETILLA|OCASIONAL|GASOLINA|5|4|0|50759.11|6091.09|
JAPON|SANTO TOMAS DE CASTILLA|15/07/2019| 8703226900|2010|HONDA|FIT SPORT|1500|LIVIANO|AUTOMOVIL|OCASIONAL|GASOLINA|5|4|0|19532.8|2343.94|
JAPON|SANTO TOMAS DE CASTILLA|15/07/2019| 8703226900|2010|TOYOTA|YARIS|1500|LIVIANO|AUTOMOVIL|OCASIONAL|GASOLINA|5|4|0|20390.48|2446.86|
ESTADOS UNIDOS|TECUN UMAN|15/07/2019| 8703237900|2001|HONDA|ACCORD EX|3000|LIVIANO|AUTOMOVIL|OCASIONAL|GASOLINA|5|4|0|25927.64|3111.32|
COREA DEL SUR|SANTO TOMAS DE CASTILLA|15/07/2019| 8703226900|2019|CHEVROLET|SPARK LT|1400|LIVIANO|AUTOMOVIL|OCASIONAL|GASOLINA|4|4|0|20912.94|2509.55|
ESTADOS UNIDOS|EL CARMEN|16/07/2019| 8703237900|1995|TOYOTA|Camry LE|2200|LIVIANO|AUTOMOVIL|OCASIONAL|GASOLINA|5|4|0|19023.83|2282.86|
COREA DEL SUR|G8, CENTRALSA|07/08/2019| 8703236900|2012|HYUNDAI|ACCENT GLS|1600|LIVIANO|AUTOMOVIL|OCASIONAL|GASOLINA|5|4|0|18183.35|2182|
JAPON|G8, CENTRALSA|07/08/2019| 8703226900|2016|HONDA|FIT LX|1500|LIVIANO|AUTOMOVIL|OCASIONAL|GASOLINA|5|4|0|27531.72|3303.81|
CANADA|EL CARMEN|07/08/2019| 8703237900|2014|TOYOTA|RAV4 LE  4X4|2500|LIVIANO|CAMIONETA|OCASIONAL|GASOLINA|5|4|0|47033.04|5643.96|
JAPON|PUERTO BARRIOS|07/08/2019| 8703237900|2008|HONDA|CR-V LX 4X2|2400|LIVIANO|CAMIONETA|OCASIONAL|GASOLINA|5|4|0|12578.16|1509.38|
INDIA|PUERTO BARRIOS|07/08/2019| 8703225900|2018|MITSUBISHI|MIRAGE G4 ES|1200|LIVIANO|AUTOMOVIL|OCASIONAL|GASOLINA|5|4|0|22431.27|2691.75|
ESTADOS UNIDOS|TECUN UMAN|07/08/2019| 8704229000|1998|INTERNATIONAL|9800|12700|PESADO|CAMION FURGON|OCASIONAL|DIESEL|2|2|25|59385.15|7126.22|
JAPON|EL CARMEN|07/08/2019| 8711409000|1992|YAMAHA|FZR600R|600|LIVIANO|MOTO|OCASIONAL|GASOLINA|2|0|0|15845.18|1901.42|
ESTADOS UNIDOS|EL CARMEN|07/08/2019| 8704315100|1997|TOYOTA|TACOMA LX XTRA CAB 4X2|2400|LIVIANO|PICK UP|OCASIONAL|GASOLINA|4|2|1|19792.5|2375.1|
REINO UNIDO|PUERTO BARRIOS|07/08/2019| 8703237900|2003|HONDA|CR-V EX 4WD|2400|LIVIANO|CAMIONETA|OCASIONAL|GASOLINA|5|4|0|16211.76|1945.41|
JAPON|EL CARMEN|07/08/2019| 8703237900|2004|HONDA|CR-V EX 4WD|2400|LIVIANO|CAMIONETA|OCASIONAL|GASOLINA|5|4|0|25133.33|3016|
JAPON|EL CARMEN|07/08/2019| 8703226900|2012|TOYOTA|YARIS|1500|LIVIANO|AUTOMOVIL|OCASIONAL|GASOLINA|5|4|0|31263.41|3751.61|
JAPON|EL CARMEN|07/08/2019| 8703236900|2001|HONDA|CR-V LX 4WD|2000|LIVIANO|CAMIONETA|OCASIONAL|GASOLINA|5|4|0|10290.87|1234.9|
JAPON|EL CARMEN|07/08/2019| 8703236900|2006|MITSUBISHI|LANCER ES|2000|LIVIANO|AUTOMOVIL|OCASIONAL|GASOLINA|5|4|0|12298.47|1475.82|
JAPON|EL CARMEN|07/08/2019| 8703237900|2014|TOYOTA|RAV4 LE AWD|2500|LIVIANO|CAMIONETA|OCASIONAL|GASOLINA|5|4|0|59523.08|7142.77|
MEXICO|EL CARMEN|07/08/2019| 8703236900|2012|NISSAN|VERSA SPECIAL EDITION|1800|LIVIANO|AUTOMOVIL|OCASIONAL|GASOLINA|5|4|0|17685.28|2122.23|
CANADA|SANTO TOMAS DE CASTILLA|07/08/2019| 8703236900|1996|HONDA|CIVIC DX|1600|LIVIANO|AUTOMOVIL|OCASIONAL|GASOLINA|5|2|0|8295.45|995.45|
COREA DEL SUR|PUERTO QUETZAL|07/08/2019| 8703327400|2001|HYUNDAI|TERRACAN 4X4|2476|LIVIANO|CAMIONETA|OCASIONAL|DIESEL|7|5|0|21420.26|2570.43|
COREA DEL SUR|PUERTO QUETZAL|07/08/2019| 8703327400|2002|HYUNDAI|TERRACAN 4X4|2476|LIVIANO|CAMIONETA|OCASIONAL|DIESEL|7|5|0|21420.26|2570.43|
COREA DEL SUR|PUERTO QUETZAL|07/08/2019| 8703327400|2002|HYUNDAI|TERRACAN 4X4|2902|LIVIANO|CAMIONETA|OCASIONAL|DIESEL|7|5|0|21420.26|2570.43|
COREA DEL SUR|PUERTO QUETZAL|07/08/2019| 8703327400|2003|HYUNDAI|TERRACAN 4X4|2476|LIVIANO|CAMIONETA|OCASIONAL|DIESEL|7|5|0|30600.36|3672.04|
COREA DEL SUR|PUERTO QUETZAL|07/08/2019| 8702107000|2001|HYUNDAI|GRACE TURBO DIESEL|2476|PESADO|MICROBUS|OCASIONAL|DIESEL|15|4|1|30600.36|3672.04|
COREA DEL SUR|PUERTO QUETZAL|07/08/2019| 8702107000|2002|HYUNDAI|GRACE TURBO DIESEL|2476|PESADO|MICROBUS|OCASIONAL|DIESEL|15|4|1|30600.36|3672.04|
COREA DEL SUR|PUERTO QUETZAL|07/08/2019| 8702107000|2002|HYUNDAI|GRACE TURBO DIESEL|2476|PESADO|MICROBUS|OCASIONAL|DIESEL|15|4|1|30600.36|3672.04|
COREA DEL SUR|PUERTO QUETZAL|07/08/2019| 8702107000|2002|HYUNDAI|GRACE TURBO DIESEL|2476|PESADO|MICROBUS|OCASIONAL|DIESEL|15|4|1|30600.36|3672.04|
COREA DEL SUR|PUERTO QUETZAL|07/08/2019| 8702107000|2001|HYUNDAI|COUNTY|3298|PESADO|BUS|OCASIONAL|DIESEL|25|3|2|45900.51|5508.06|
COREA DEL SUR|PUERTO QUETZAL|07/08/2019| 8702107000|2001|HYUNDAI|COUNTY|3298|PESADO|BUS|OCASIONAL|DIESEL|29|3|2|45900.51|5508.06|
COREA DEL SUR|PUERTO QUETZAL|07/08/2019| 8702107000|2002|HYUNDAI|COUNTY|3907|PESADO|BUS|OCASIONAL|DIESEL|29|3|2|45900.2|5508.02|
