Año,Mes,GLP,Gasolina aviación,Gasolina superior,Gasolina regular,Kerosina,Combustible Turbo Jet,Diesel,Diesel Bajo Azufre,Diesel Ultra Bajo Azufre,Bunker,Asfalto,PetCoke,Aceites Lubricantes,Grasas Lubricantes,Solventes,Naftas,Ceras,Butano,Petróleo Reconstit.,MTBE,Orimulción,Mezclas Oleosas,Total
2019,4,"670,633.92","14,371.63","656,495.95","867,761.34",- ,"76,765.06",- ,"1,215,209.05","39,866.57","280,702.33","3,114.36","276,252.72","17,450.33",477.01,"5,112.74",- ,512.67,147.59,- ,- ,- ,"1,944.32","4,126,817.59"
2019,5,"623,466.22",- ,"568,128.41","596,798.22",- ,"59,987.32",- ,"1,011,872.87",- ,"103,315.20","6,650.62","485,520.18","22,195.29",489.43,"6,263.91",- ,171.98,82.01,- ,- ,- ,"2,658.48","3,487,600.14"
2019,6,"612,732.27","13,290.50","629,788.43","712,731.80",- ,"68,548.57",- ,"1,029,100.90",- ,"346,048.30","4,484.73","256,057.52","22,041.50",225.87,"9,967.36",- ,507.79,- ,- ,- ,- ,- ,"3,705,525.54"
2019,7,"667,486.78",- ,"516,273.85","531,577.64",- ,"63,368.64",- ,"1,056,569.11",- ,"13,652.90","19,590.13",- ,"20,059.59",117.68,"9,079.17",- ,202.29,75.79,- ,- ,- ,"3,134.83","2,901,188.41"
2019,8,"586,430.65",- ,"713,859.98","896,841.31",- ,"75,962.03",- ,"1,167,556.89",- ,"141,908.64","9,374.15",- ,"19,268.71",176.82,"3,968.23",- ,404.4,7.34,- ,- ,- ,952.38,"3,616,711.53"
2019,9,"850,778.21",- ,"491,194.71","518,043.68",- ,"58,060.40",- ,"717,490.02","7,551.05","108,983.70","5,473.85","212,326.74","17,011.47",348.21,"8,867.90",340.1,557.9,79.33,- ,- ,- ,166.67,"2,997,273.94"
2019,10,"225,207.04",- ,"691,407.73","712,672.38",- ,"43,064.61",- ,"1,160,570.85","35,005.92","95,514.49","10,751.21","525,400.00","19,109.12",115.83,"7,671.02",- ,107.93,1.09,- ,- ,- ,"2,499.43","3,529,098.65"
2019,11,"610,868.12","2,070.48","658,706.42","791,039.02",- ,"56,475.66",- ,"1,122,990.69",- ,"84,414.64","6,971.48",- ,"16,108.61",320.44,"13,551.90",- ,427.5,149.09,- ,- ,- ,"2,579.15","3,366,673.20"
2019,12,"600,003.85",- ,"797,580.75","731,012.24","39,972.88","39,148.46",- ,"1,098,972.39",- ,"164,276.76","5,682.60","245,057.00","27,097.05",313.8,"7,373.88",- ,434.83,13.01,- ,- ,- ,"2,899.75","3,759,839.25"
2020,1,"715,600.32",-,"573,220.63","629,414.90",-,"64,745.40",-,"999,181.20","34,013.75","7,341.90","4,205.43",-,"15,973.31",266.54,"8,114.42",-,596.33,4.38,-,-,-,"1,647.63","3,054,326.14"
2020,2,"451,318.88","23,690.30","611,314.13","741,509.07",-,"71,115.46",-,"1,237,018.37","12,300.92","158,126.83","5,500.00","849,463.41","12,919.14",162.89,"3,681.46",-,237.16,-,-,-,-,"2,607.12","4,180,965.14"
2020,3,"642,770.18",-,"809,640.18","735,491.29",-,"116,115.40",-,"1,367,335.14","1,991.32","262,105.89","3,351.04","249,651.49","11,558.47",136.35,"9,140.79",869,51.12,-,-,-,-,-,"4,210,207.66"
