núm_corre,año_ocu,mes_ocu,día_ocu,día_sem_ocu,hora_ocu,g_hora,g_hora_5,depto_ocu,mupio_ocu,área_geo_ocu,zona_ocu,sexo_per,edad_per,mayor_menor,g_edad_80ymás,g_edad_60ymás,edad_quinquenales,estado_con,tipo_veh,marca_veh,color_veh,modelo_veh,g_modelo_veh,tipo_eve
1128,2015,4,7,2,22,4,3,14,1401,2,99,1,37,1,6,6,8,1,14,2,1,9999,6,3
1129,2015,4,8,3,11,2,1,1,101,2,13,1,52,1,9,9,11,1,4,99,1,9999,6,1
1130,2015,4,8,3,9,2,1,5,501,2,99,1,25,1,4,4,6,1,6,99,11,2000,4,1
1131,2015,4,8,3,22,4,3,10,1001,2,99,1,25,1,4,4,6,1,4,42,4,2013,5,1
1132,2015,4,8,3,18,4,3,16,1601,2,99,1,47,1,8,8,10,1,4,99,3,2013,5,1
1133,2015,4,8,3,8,2,1,7,710,2,99,1,38,1,6,6,8,1,1,32,5,2003,4,1
1134,2015,4,9,4,10,2,1,19,1907,2,99,1,22,1,3,3,5,1,14,99,1,9999,6,2
1135,2015,4,9,4,19,4,3,5,501,2,99,1,44,1,7,7,9,1,1,37,99,9999,6,2
1136,2015,4,9,4,18,4,3,16,1610,2,99,1,999,9,16,12,18,1,4,24,4,9999,6,1
1137,2015,4,9,4,23,4,3,16,1601,2,99,1,41,1,7,7,9,1,4,99,99,9999,6,3
1138,2015,4,9,4,14,3,2,2,201,2,99,2,30,1,5,5,7,1,2,21,4,9999,6,1
1139,2015,4,9,4,9,2,1,3,309,2,99,1,23,1,3,3,5,1,6,22,5,9999,6,2
1140,2015,4,10,5,8,2,1,1,101,1,3,1,18,1,2,2,4,1,4,24,5,9999,6,1
1141,2015,4,10,5,23,4,3,1,103,2,99,2,38,1,6,6,8,1,1,99,4,9999,6,1
1142,2015,4,10,5,19,4,3,10,1010,2,99,1,40,1,7,7,9,1,3,44,4,2014,5,1
1143,2015,4,10,5,20,4,3,12,1215,2,99,1,28,1,4,4,6,1,4,49,9,9999,6,1
1144,2015,4,10,5,15,3,2,13,1320,2,99,9,999,9,16,12,18,9,9,44,2,9999,6,3
1145,2015,4,10,5,20,4,3,16,1601,1,8,1,49,1,8,8,10,9,2,33,4,1999,3,2
1146,2015,4,10,5,22,4,3,16,1601,1,4,1,43,1,7,7,9,9,4,99,99,9999,6,1
1147,2015,4,10,5,21,4,3,2,203,2,99,1,51,1,9,9,11,1,2,34,3,2003,4,1
1148,2015,4,10,5,17,3,2,17,1703,2,99,1,999,9,16,12,18,2,3,44,3,9999,6,3
1149,2015,4,10,5,20,4,3,17,1703,2,99,1,16,2,2,2,4,9,4,42,3,9999,6,1
1150,2015,4,10,5,23,4,3,4,405,2,99,1,35,1,6,6,8,9,3,44,4,9999,6,1
1151,2015,4,11,6,8,2,1,1,101,1,1,1,24,1,3,3,5,9,4,2,1,2012,5,1
1152,2015,4,11,6,11,2,1,22,2205,2,99,1,24,1,3,3,5,1,9,44,2,2008,4,4
1153,2015,4,11,6,7,2,1,21,2101,1,5,1,27,1,4,4,6,1,4,31,4,2008,4,1
1154,2015,4,11,6,21,4,3,19,1904,2,99,1,28,1,4,4,6,1,4,42,4,2008,4,1
1155,2015,4,11,6,16,3,2,5,502,2,99,1,27,1,4,4,6,1,4,21,5,2006,4,3
1156,2015,4,11,6,20,4,3,5,501,2,99,1,34,1,5,5,7,1,4,42,5,9999,6,1
1157,2015,4,11,6,17,3,2,2,207,2,99,1,42,1,7,7,9,1,5,20,2,2012,5,1
1158,2015,4,11,6,20,4,3,18,1804,2,99,1,48,1,8,8,10,9,4,21,1,2012,5,2
1159,2015,4,11,6,14,3,2,17,1707,2,99,1,39,1,6,6,8,1,5,19,2,1999,3,3
1160,2015,4,11,6,16,3,2,4,401,1,1,1,66,1,12,11,14,2,4,42,99,9999,6,1
1161,2015,4,11,6,22,4,3,4,416,2,99,1,25,1,4,4,6,9,4,24,1,9999,6,1
1162,2015,4,11,6,10,2,1,4,407,2,99,9,999,9,16,12,18,9,7,22,3,1994,3,3
1163,2015,4,12,7,17,3,2,19,1901,2,99,1,38,1,6,6,8,9,4,31,5,9999,6,1
1164,2015,4,12,7,23,4,3,17,1701,2,99,1,999,9,16,12,18,9,2,99,99,9999,6,1
1165,2015,4,12,7,17,3,2,14,1416,2,99,1,22,1,3,3,5,1,4,2,5,2010,5,1
1166,2015,4,12,7,16,3,2,10,1001,2,99,1,40,1,7,7,9,1,3,32,4,2006,4,1
1167,2015,4,12,7,4,1,1,5,501,2,99,1,40,1,7,7,9,1,1,44,5,9999,6,2
1168,2015,4,12,7,2,1,1,1,101,1,1,1,999,9,16,12,18,1,4,40,3,9999,6,1
1169,2015,4,12,7,20,4,3,20,2001,2,99,1,26,1,4,4,6,1,3,44,4,9999,6,1
1170,2015,4,12,7,19,4,3,19,1901,2,99,1,62,1,11,11,13,2,1,44,5,1999,3,1
1171,2015,4,12,7,2,1,1,5,501,2,99,1,999,9,16,12,18,1,3,44,2,1980,2,1
1172,2015,4,12,7,1,1,1,5,502,2,99,1,21,1,3,3,5,1,4,49,99,9999,6,1
1173,2015,4,12,7,22,4,3,17,1701,2,99,1,16,2,2,2,4,1,2,99,99,9999,6,1
1174,2015,4,12,7,12,3,2,1,116,1,1,1,24,1,3,3,5,1,4,99,99,9999,6,2
1175,2015,4,12,7,6,2,1,1,108,1,8,1,28,1,4,4,6,2,1,20,4,2014,5,2
1176,2015,4,12,7,5,1,1,19,1905,2,99,9,999,9,16,12,18,9,2,44,5,1998,3,3
1177,2015,4,12,7,1,1,1,5,504,2,99,2,25,1,4,4,6,9,2,44,3,9999,6,2
1178,2015,4,12,7,20,4,3,7,701,2,99,1,35,1,6,6,8,9,4,99,99,9999,6,3
1179,2015,4,13,1,20,4,3,1,101,1,3,1,999,9,16,12,18,9,3,44,5,9999,6,1
1180,2015,4,13,1,15,3,2,1,101,1,1,2,55,1,10,10,12,9,1,42,2,2013,5,1
1181,2015,4,13,1,1,1,1,1,101,1,16,1,39,1,6,6,8,2,3,20,2,1988,2,2
1182,2015,4,13,1,9,2,1,1,102,2,99,2,45,1,8,8,10,1,9,46,4,2013,5,1
1183,2015,4,13,1,19,4,3,1,101,1,16,2,24,1,3,3,5,1,2,44,11,2007,4,1
1184,2015,4,13,1,19,4,3,1,101,1,16,1,17,2,2,2,4,1,4,40,4,9999,6,1
1185,2015,4,13,1,12,3,2,1,101,1,12,1,42,1,7,7,9,1,2,99,1,9999,6,1
1186,2015,4,13,1,17,3,2,16,1601,2,99,1,22,1,3,3,5,1,4,99,1,9999,6,1
1187,2015,4,13,1,13,3,2,17,1703,2,99,1,18,1,2,2,4,1,4,40,1,2007,4,1
1188,2015,4,13,1,19,4,3,4,401,1,1,1,15,2,2,2,4,1,4,40,3,9999,6,1
1189,2015,4,13,1,7,2,1,4,401,2,99,9,999,9,16,12,18,1,7,99,7,9999,6,3
1190,2015,4,14,2,17,3,2,1,116,2,99,1,27,1,4,4,6,9,7,99,1,1991,3,2
1191,2015,4,14,2,14,3,2,22,2204,2,99,9,999,9,16,12,18,9,3,44,11,9999,6,3
1192,2015,4,14,2,15,3,2,5,501,2,99,9,999,9,16,12,18,9,5,99,7,9999,6,1
1193,2015,4,14,2,22,4,3,5,501,2,99,9,999,9,16,12,18,9,3,99,3,9999,6,1
1194,2015,4,14,2,16,3,2,9,920,2,99,1,30,1,5,5,7,1,4,21,7,9999,6,1
1195,2015,4,14,2,14,3,2,3,301,2,99,1,22,1,3,3,5,9,4,99,3,9999,6,3
1196,2015,4,15,3,22,4,3,1,101,1,25,9,999,9,16,12,18,9,6,15,1,9999,6,1
1197,2015,4,15,3,9,2,1,5,501,2,99,1,44,1,7,7,9,9,5,99,1,9999,6,2
1198,2015,4,15,3,7,2,1,9,901,2,99,1,22,1,3,3,5,9,4,99,1,9999,6,2
1199,2015,4,15,3,8,2,1,12,1201,2,99,9,999,9,16,12,18,9,99,99,3,9999,6,4
1200,2015,4,15,3,8,2,1,16,1601,2,99,1,24,1,3,3,5,9,4,21,1,9999,6,3
1201,2015,4,15,3,15,3,2,17,1701,2,99,9,999,9,16,12,18,9,2,42,2,9999,6,1
1202,2015,4,15,3,12,3,2,14,1401,2,99,1,30,1,5,5,7,9,9,44,3,9999,6,2
1203,2015,4,16,4,12,3,2,1,101,1,1,1,46,1,8,8,10,9,1,99,3,9999,6,1
1204,2015,4,16,4,20,4,3,1,101,1,1,1,25,1,4,4,6,9,4,42,5,9999,6,2
1205,2015,4,16,4,17,3,2,20,2001,2,99,1,42,1,7,7,9,9,3,44,8,9999,6,3
1206,2015,4,16,4,18,4,3,6,602,2,99,1,22,1,3,3,5,9,3,99,3,9999,6,2
1207,2015,4,16,4,12,3,2,10,1010,2,99,1,20,1,3,3,5,9,4,99,3,9999,6,1
1208,2015,4,17,5,7,2,1,1,105,1,18,1,999,9,16,12,18,9,5,34,11,9999,6,1
1209,2015,4,17,5,23,4,3,1,101,1,12,1,35,1,6,6,8,9,4,2,99,9999,6,3
1210,2015,4,17,5,23,4,3,1,101,1,7,1,27,1,4,4,6,1,3,99,99,9999,6,1
1211,2015,4,17,5,0,1,1,5,502,2,99,1,28,1,4,4,6,1,4,24,4,9999,6,2
1212,2015,4,17,5,9,2,1,9,901,1,8,1,999,9,16,12,18,9,4,61,16,2004,4,2
1213,2015,4,17,5,20,4,3,16,1613,1,8,1,40,1,7,7,9,9,9,44,4,2005,4,1
1214,2015,4,17,5,17,3,2,17,1705,2,99,1,57,1,10,10,12,9,4,99,99,9999,6,1
1215,2015,4,17,5,1,1,1,1,101,1,7,1,44,1,7,7,9,9,1,99,99,9999,6,2
1216,2015,4,18,6,3,1,1,1,101,1,1,1,29,1,4,4,6,2,1,11,8,1999,3,2
1217,2015,4,18,6,1,1,1,1,101,1,6,1,39,1,6,6,8,1,3,62,2,2004,4,2
1218,2015,4,18,6,1,1,1,1,101,1,16,1,31,1,5,5,7,9,4,21,5,9999,6,2
1219,2015,4,18,6,3,1,1,1,101,1,7,1,28,1,4,4,6,1,4,37,99,9999,6,1
1220,2015,4,18,6,15,3,2,1,101,1,7,2,27,1,4,4,6,1,4,99,99,9999,6,1
1221,2015,4,18,6,21,4,3,22,2201,2,99,1,20,1,3,3,5,1,4,42,4,9999,6,1
1222,2015,4,18,6,21,4,3,5,513,2,99,1,22,1,3,3,5,1,4,99,99,9999,6,1
1223,2015,4,18,6,17,3,2,10,1005,2,99,1,39,1,6,6,8,2,4,99,99,9999,6,2
1224,2015,4,18,6,6,2,1,17,1704,2,99,1,35,1,6,6,8,9,4,99,99,9999,6,1
1225,2015,4,18,6,17,3,2,1,115,2,99,1,16,2,2,2,4,9,3,13,4,9999,6,1
1226,2015,4,18,6,18,4,3,17,1705,2,99,1,64,1,11,11,13,9,4,42,99,9999,6,1
1227,2015,4,18,6,22,4,3,4,401,2,99,1,41,1,7,7,9,9,4,2,1,2013,5,1
1228,2015,4,18,6,17,3,2,6,601,2,99,1,56,1,10,10,12,9,2,99,2,9999,6,2
1229,2015,4,19,7,4,1,1,1,101,1,9,1,48,1,8,8,10,9,2,32,3,9999,6,1
1230,2015,4,19,7,18,4,3,1,116,2,99,1,19,1,2,2,4,9,4,61,3,9999,6,1
1231,2015,4,19,7,14,3,2,19,1905,2,99,1,37,1,6,6,8,9,4,2,5,9999,6,1
1232,2015,4,19,7,7,2,1,16,1601,2,99,1,67,1,12,11,14,9,2,99,5,9999,6,1
1233,2015,4,19,7,6,2,1,1,101,1,5,1,21,1,3,3,5,1,1,5,9,9999,6,2
1234,2015,4,19,7,16,3,2,20,2001,2,99,1,58,1,10,10,12,1,3,44,3,9999,6,3
1235,2015,4,19,7,10,2,1,3,308,1,1,1,25,1,4,4,6,9,4,2,5,9999,6,1
1236,2015,4,19,7,21,4,3,11,1107,2,99,1,24,1,3,3,5,9,4,21,4,9999,6,1
1237,2015,4,19,7,15,3,2,1,108,1,1,1,35,1,6,6,8,9,4,21,4,9999,6,2
1238,2015,4,19,7,10,2,1,6,610,2,99,1,31,1,5,5,7,9,3,99,9,9999,6,4
1239,2015,4,19,7,15,3,2,5,508,2,99,1,67,1,12,11,14,9,1,44,1,9999,6,2
1240,2015,4,19,7,0,1,1,6,602,2,99,1,33,1,5,5,7,2,1,21,6,1998,3,2
1241,2015,4,19,7,23,4,3,18,1801,2,99,1,19,1,2,2,4,1,4,15,5,9999,6,1
1242,2015,4,20,1,18,4,3,21,2101,2,99,9,999,9,16,12,18,9,9,99,2,9999,6,3
1243,2015,4,20,1,0,1,1,20,2001,2,99,1,33,1,5,5,7,2,4,14,2,9999,6,3
1244,2015,4,20,1,7,2,1,5,501,2,99,1,999,9,16,12,18,1,4,2,2,9999,6,1
1245,2015,4,20,1,14,3,2,5,508,2,99,1,22,1,3,3,5,1,4,2,5,2015,5,1
1246,2015,4,20,1,14,3,2,6,606,2,99,1,29,1,4,4,6,1,1,34,9,1997,3,2
1247,2015,4,20,1,5,1,1,9,901,1,2,2,28,1,4,4,6,1,5,33,1,9999,6,1
1248,2015,4,20,1,7,2,1,9,901,1,2,2,28,1,4,4,6,1,1,42,5,2009,4,1
1249,2015,4,20,1,10,2,1,2,201,2,99,1,999,9,16,12,18,1,4,21,1,9999,6,1
1250,2015,4,20,1,19,4,3,1,101,1,1,1,22,1,3,3,5,1,9,99,3,9999,6,1
1251,2015,4,20,1,17,3,2,1,101,1,9,1,20,1,3,3,5,1,4,24,1,9999,6,1
1252,2015,4,20,1,16,3,2,1,101,1,25,1,23,1,3,3,5,9,4,2,1,9999,6,1
1253,2015,4,20,1,22,4,3,6,601,2,99,1,25,1,4,4,6,9,4,2,5,9999,6,3
1254,2015,4,20,1,16,3,2,12,1229,2,99,9,999,9,16,12,18,9,1,44,6,1995,3,2
1255,2015,4,20,1,18,4,3,19,1904,2,99,1,40,1,7,7,9,9,2,44,99,9999,6,3
1256,2015,4,20,1,17,3,2,18,1801,2,99,9,999,9,16,12,18,9,1,99,99,9999,6,2
1257,2015,4,21,2,10,2,1,5,511,2,99,1,23,1,3,3,5,9,4,99,5,9999,6,1
1258,2015,4,21,2,21,4,3,1,101,1,12,1,999,9,16,12,18,9,4,99,99,9999,6,1
1259,2015,4,21,2,12,3,2,11,1109,2,99,9,999,9,16,12,18,9,5,18,2,9999,6,1
1260,2015,4,21,2,21,4,3,1,105,2,99,1,31,1,5,5,7,9,5,19,2,9999,6,3
1261,2015,4,21,2,8,2,1,21,2101,2,99,1,52,1,9,9,11,9,4,2,5,9999,6,3
1262,2015,4,21,2,12,3,2,7,701,2,99,1,43,1,7,7,9,9,6,99,3,9999,6,3
1263,2015,4,21,2,5,1,1,6,602,2,99,1,20,1,3,3,5,9,4,2,1,9999,6,1
1264,2015,4,22,3,17,3,2,16,1601,1,12,1,16,2,2,2,4,9,1,21,6,9999,6,2
1265,2015,4,23,4,2,1,1,1,101,1,5,1,37,1,6,6,8,2,1,21,6,1996,3,2
1266,2015,4,23,4,15,3,2,1,101,1,13,1,36,1,6,6,8,1,4,42,1,2013,5,1
1267,2015,4,23,4,13,3,2,1,101,1,11,1,34,1,5,5,7,9,4,42,3,9999,6,1
1268,2015,4,23,4,11,2,1,1,101,1,7,9,999,9,16,12,18,1,4,2,3,9999,6,1
1269,2015,4,23,4,6,2,1,19,1901,2,99,1,33,1,5,5,7,1,4,99,99,9999,6,2
1270,2015,4,23,4,17,3,2,5,506,2,99,1,19,1,2,2,4,1,4,2,1,2011,5,1
1271,2015,4,23,4,7,2,1,5,501,2,99,1,23,1,3,3,5,1,4,24,5,9999,6,3
1272,2015,4,23,4,11,2,1,5,501,2,99,1,49,1,8,8,10,1,3,23,3,2011,5,1
1273,2015,4,23,4,17,3,2,16,1607,2,99,1,28,1,4,4,6,1,3,44,14,9999,6,1
1274,2015,4,23,4,11,2,1,2,201,2,99,1,38,1,6,6,8,1,2,22,7,9999,6,1
1275,2015,4,23,4,16,3,2,14,1401,2,99,1,13,2,1,1,3,1,3,44,2,9999,6,4
1276,2015,4,23,4,23,4,3,4,401,2,99,1,27,1,4,4,6,1,4,21,5,9999,6,1
1277,2015,4,24,5,10,2,1,1,101,1,2,1,20,1,3,3,5,1,4,42,5,2007,4,1
1278,2015,4,24,5,2,1,1,1,101,1,12,1,33,1,5,5,7,9,1,99,3,9999,6,2
1279,2015,4,24,5,17,3,2,22,2201,2,99,1,18,1,2,2,4,1,4,21,1,9999,6,1
1280,2015,4,24,5,14,3,2,22,2201,2,99,1,28,1,4,4,6,9,4,24,6,9999,6,2
1281,2015,4,24,5,20,4,3,19,1901,2,99,1,37,1,6,6,8,9,4,99,5,9999,6,3
1282,2015,4,24,5,1,1,1,18,1801,2,99,1,61,1,11,11,13,1,5,99,3,9999,6,1
1283,2015,4,24,5,23,4,3,18,1801,2,99,9,999,9,16,12,18,9,6,99,6,9999,6,1
1284,2015,4,24,5,14,3,2,17,1703,2,99,1,17,2,2,2,4,1,4,2,5,9999,6,1
1285,2015,4,24,5,15,3,2,14,1420,2,99,9,999,9,16,12,18,9,2,99,1,9999,6,1
1286,2015,4,24,5,8,2,1,3,301,2,99,1,32,1,5,5,7,9,4,99,5,9999,6,3
1287,2015,4,24,5,6,2,1,3,305,2,99,1,25,1,4,4,6,9,5,34,2,2003,4,1
1288,2015,4,24,5,6,2,1,3,305,2,99,1,30,1,5,5,7,1,3,44,5,9999,6,1
1289,2015,4,25,6,5,1,1,1,101,1,1,1,23,1,3,3,5,1,1,44,2,9999,6,3
1290,2015,4,25,6,19,4,3,1,101,1,1,1,31,1,5,5,7,9,1,44,3,2007,4,1
1291,2015,4,25,6,20,4,3,1,103,1,1,1,19,1,2,2,4,9,14,2,3,9999,6,1
1292,2015,4,25,6,16,3,2,1,102,2,99,1,45,1,8,8,10,9,7,99,6,9999,6,2
1293,2015,4,25,6,2,1,1,1,101,1,11,9,999,9,16,12,18,9,3,44,6,9999,6,1
1294,2015,4,25,6,1,1,1,1,115,1,12,1,22,1,3,3,5,9,4,99,99,9999,6,2
1295,2015,4,25,6,21,4,3,1,115,2,99,1,44,1,7,7,9,9,7,22,6,9999,6,1
1296,2015,4,25,6,21,4,3,22,2201,2,99,1,25,1,4,4,6,9,1,44,3,1993,3,1
1297,2015,4,25,6,21,4,3,19,1901,2,99,1,30,1,5,5,7,9,4,42,1,9999,6,3
1298,2015,4,25,6,21,4,3,5,506,2,99,9,999,9,16,12,18,9,3,99,6,9999,6,1
1299,2015,4,25,6,23,4,3,5,503,2,99,1,31,1,5,5,7,9,4,10,5,9999,6,2
1300,2015,4,25,6,17,3,2,3,301,2,99,1,29,1,4,4,6,9,3,34,6,9999,6,2
1301,2015,4,26,7,13,3,2,1,101,1,6,1,21,1,3,3,5,1,4,24,1,2013,5,1
1302,2015,4,26,7,9,2,1,1,101,1,18,1,30,1,5,5,7,1,4,21,16,9999,6,1
1303,2015,4,26,7,4,1,1,1,101,1,12,2,999,9,16,12,18,9,4,99,1,9999,6,1
1304,2015,4,26,7,21,4,3,1,101,1,12,1,26,1,4,4,6,1,1,8,2,1996,3,2
1305,2015,4,26,7,15,3,2,1,101,1,21,2,28,1,4,4,6,1,1,32,4,2013,5,1
1306,2015,4,26,7,4,1,1,1,114,2,99,1,25,1,4,4,6,2,1,20,4,2002,4,2
1307,2015,4,26,7,18,4,3,1,114,2,99,1,23,1,3,3,5,1,4,42,5,9999,6,1
1308,2015,4,26,7,3,1,1,1,110,2,99,1,38,1,6,6,8,1,1,44,4,9999,6,1
1309,2015,4,27,1,14,3,2,16,1613,2,99,1,43,1,7,7,9,1,4,2,1,9999,6,1
1310,2015,4,27,1,21,4,3,4,401,2,99,1,26,1,4,4,6,1,1,41,99,9999,6,1
1311,2015,4,27,1,19,4,3,13,1301,2,99,9,999,9,16,12,18,9,5,99,7,9999,6,3
1312,2015,4,27,1,5,1,1,1,101,1,18,1,23,1,3,3,5,9,1,44,11,9999,6,1
1313,2015,4,28,2,7,2,1,15,1503,1,18,1,30,1,5,5,7,9,3,99,1,9999,6,4
1314,2015,4,28,2,11,2,1,15,1501,1,18,2,29,1,4,4,6,1,4,42,1,2007,4,1
1315,2015,4,28,2,0,1,1,17,1712,2,99,1,27,1,4,4,6,9,4,99,99,9999,6,1
1316,2015,4,28,2,7,2,1,17,1709,2,99,9,999,9,16,12,18,9,5,5,2,9999,6,1
1317,2015,4,28,2,15,3,2,1,101,1,6,1,15,2,2,2,4,1,4,59,5,9999,6,1
1318,2015,4,28,2,19,4,3,1,101,1,10,1,30,1,5,5,7,1,4,40,4,9999,6,1
1319,2015,4,28,2,18,4,3,1,106,2,10,1,31,1,5,5,7,9,5,20,2,2012,5,1
1320,2015,4,28,2,20,4,3,5,509,2,10,1,19,1,2,2,4,9,4,99,99,9999,6,3
1321,2015,4,29,3,15,3,2,1,101,1,1,1,32,1,5,5,7,1,4,42,1,2009,4,1
1322,2015,4,29,3,22,4,3,1,101,1,1,1,24,1,3,3,5,2,1,21,4,9999,6,2
1323,2015,4,29,3,17,3,2,1,101,1,5,1,49,1,8,8,10,1,10,20,2,2012,5,1
1324,2015,4,29,3,18,4,3,1,108,1,11,1,38,1,6,6,8,1,1,37,4,1986,2,1
1325,2015,4,29,3,22,4,3,5,503,2,99,1,36,1,6,6,8,9,4,99,99,9999,6,3
1326,2015,4,29,3,12,3,2,9,920,2,99,1,42,1,7,7,9,1,4,49,2,9999,6,1
1327,2015,4,29,3,18,4,3,17,1701,2,99,2,39,1,6,6,8,1,4,24,1,9999,6,1
1328,2015,4,29,3,16,3,2,14,1409,2,99,9,999,9,16,12,18,9,9,44,2,9999,6,1
1329,2015,4,29,3,14,3,2,1,111,1,99,1,25,1,4,4,6,9,4,99,99,9999,6,3
1330,2015,4,29,3,2,1,1,1,101,1,7,1,31,1,5,5,7,1,4,21,1,9999,6,1
1331,2015,4,30,4,18,4,3,1,115,1,99,1,23,1,3,3,5,1,4,42,3,9999,6,1
1332,2015,4,30,4,19,4,3,19,1905,2,99,9,999,9,16,12,18,1,3,44,1,1999,3,1
1333,2015,4,30,4,11,2,1,11,1101,1,99,1,43,1,7,7,9,1,3,44,4,2014,5,1
1334,2015,4,30,4,20,4,3,9,901,1,1,1,57,1,10,10,12,1,9,44,6,2005,4,1
1335,2015,4,30,4,5,1,1,18,1801,1,99,1,22,1,3,3,5,2,9,32,9,1994,3,1
1336,2015,4,30,4,9,2,1,5,501,1,1,1,18,1,2,2,4,1,4,41,1,9999,6,1
1337,2015,4,30,4,16,3,2,6,602,2,99,9,999,9,16,12,18,9,7,22,6,1991,3,1
1338,2015,5,1,5,12,3,2,1,101,1,1,1,29,1,4,4,6,9,1,44,6,9999,6,2
1339,2015,5,1,5,8,2,1,1,113,2,99,9,999,9,16,12,18,9,7,99,7,9999,6,3
1340,2015,5,1,5,17,3,2,1,110,2,99,1,25,1,4,4,6,9,4,99,3,9999,6,1
1341,2015,5,1,5,16,3,2,5,501,1,1,1,17,2,2,2,4,9,4,42,4,9999,6,1
1342,2015,5,1,5,22,4,3,5,501,2,99,1,28,1,4,4,6,9,3,44,4,9999,6,3
1343,2015,5,1,5,7,2,1,5,506,2,99,1,25,1,4,4,6,9,7,99,7,9999,6,3
1344,2015,5,1,5,22,4,3,6,602,2,99,1,29,1,4,4,6,9,4,2,9,9999,6,1
1345,2015,5,1,5,11,2,1,6,602,2,99,1,30,1,5,5,7,9,4,21,1,2007,4,3
1346,2015,5,1,5,11,2,1,9,901,2,99,1,61,1,11,11,13,9,4,99,99,9999,6,1
1347,2015,5,1,5,9,2,1,7,705,2,99,1,22,1,3,3,5,9,3,32,2,9999,6,1
1348,2015,5,1,5,1,1,1,3,311,2,99,9,999,9,16,12,18,9,9,30,1,2001,4,3
1349,2015,5,2,6,4,1,1,1,101,1,1,1,32,1,5,5,7,9,1,44,2,1999,3,1
1350,2015,5,2,6,18,4,3,1,101,1,1,1,25,1,4,4,6,9,4,21,3,9999,6,1
1351,2015,5,2,6,13,3,2,1,101,1,13,1,27,1,4,4,6,9,4,24,5,9999,6,1
1352,2015,5,2,6,0,1,1,1,101,1,12,9,999,9,16,12,18,9,3,44,5,9999,6,1
1353,2015,5,2,6,7,2,1,1,101,1,12,1,30,1,5,5,7,9,3,13,9,9999,6,1
1354,2015,5,2,6,10,2,1,1,101,1,12,1,20,1,3,3,5,9,4,21,5,9999,6,1
1355,2015,5,2,6,1,1,1,1,101,1,12,2,23,1,3,3,5,9,4,2,7,9999,6,1
1356,2015,5,2,6,19,4,3,22,2201,2,99,1,32,1,5,5,7,9,4,42,3,2009,4,1
1357,2015,5,2,6,11,2,1,6,602,2,99,1,34,1,5,5,7,9,4,21,5,9999,6,1
1358,2015,5,2,6,15,3,2,6,602,2,99,9,999,9,16,12,18,9,3,44,1,9999,6,1
1359,2015,5,2,6,1,1,1,6,602,2,99,9,999,9,16,12,18,9,6,99,1,9999,6,1
1360,2015,5,2,6,15,3,2,11,1101,2,99,1,25,1,4,4,6,9,4,2,5,9999,6,1
1361,2015,5,2,6,12,3,2,14,1401,2,99,9,999,9,16,12,18,9,3,44,4,9999,6,2
1362,2015,5,2,6,22,4,3,4,401,2,99,1,26,1,4,4,6,9,3,44,1,9999,6,3
1363,2015,5,2,6,1,1,1,4,401,2,99,1,44,1,7,7,9,9,3,99,1,9999,6,4
1364,2015,5,3,7,15,3,2,1,101,1,4,1,27,1,4,4,6,2,1,44,2,1991,3,2
1365,2015,5,3,7,0,1,1,1,101,1,1,1,38,1,6,6,8,9,2,37,11,2007,4,1
1366,2015,5,3,7,9,2,1,1,101,1,18,1,33,1,5,5,7,9,4,31,3,9999,6,3
1367,2015,5,3,7,12,3,2,21,2101,2,99,1,15,2,2,2,4,9,4,42,5,9999,6,1
1368,2015,5,3,7,10,2,1,20,2001,2,99,2,29,1,4,4,6,9,4,31,5,9999,6,1
1369,2015,5,3,7,12,3,2,10,1010,2,99,1,43,1,7,7,9,9,6,22,14,2015,5,1
1370,2015,5,3,7,17,3,2,10,1001,2,99,1,25,1,4,4,6,9,4,2,5,2010,5,1
1371,2015,5,3,7,7,2,1,12,1201,2,99,1,16,2,2,2,4,9,4,2,3,9999,6,1
1372,2015,5,4,1,15,3,2,1,101,1,9,9,999,9,16,12,18,9,1,32,2,2001,4,1
1373,2015,5,4,1,14,3,2,1,101,1,13,1,41,1,7,7,9,1,1,44,4,2014,5,1
1374,2015,5,4,1,18,4,3,1,116,2,99,1,39,1,6,6,8,1,1,44,2,2004,4,1
1375,2015,5,4,1,16,3,2,11,1101,2,99,1,36,1,6,6,8,1,3,44,2,1994,3,2
1376,2015,5,4,1,23,4,3,4,401,2,99,1,33,1,5,5,7,1,1,99,1,2014,5,2
1377,2015,5,5,2,13,3,2,1,101,1,8,1,999,9,16,12,18,9,4,21,1,9999,6,1
1378,2015,5,5,2,20,4,3,1,101,1,8,1,26,1,4,4,6,1,1,99,6,9999,6,1
1379,2015,5,5,2,22,4,3,1,101,1,12,1,27,1,4,4,6,1,4,24,14,9999,6,3
1380,2015,5,5,2,20,4,3,1,108,1,3,1,35,1,6,6,8,1,4,14,5,9999,6,1
1381,2015,5,5,2,13,3,2,21,2103,2,99,1,18,1,2,2,4,1,4,41,3,2013,5,1
1382,2015,5,5,2,22,4,3,17,1706,2,99,1,45,1,8,8,10,1,9,30,99,2001,4,1
1383,2015,5,5,2,14,3,2,1,101,1,5,1,999,9,16,12,18,1,4,40,3,9999,6,1
1384,2015,5,5,2,7,2,1,11,1101,2,99,1,71,1,13,11,15,1,4,41,99,2005,4,1
1385,2015,5,5,2,10,2,1,4,401,2,99,1,68,1,12,11,14,1,4,21,99,9999,6,1
1386,2015,5,5,2,22,4,3,1,101,1,17,1,55,1,10,10,12,1,4,99,99,9999,6,3
