núm_corre,año_ocu,mes_ocu,día_ocu,día_sem_ocu,hora_ocu,g_hora,g_hora_5,depto_ocu,mupio_ocu,área_geo_ocu,zona_ocu,sexo_per,edad_per,mayor_menor,g_edad_80ymás,g_edad_60ymás,edad_quinquenales,estado_con,tipo_veh,marca_veh,color_veh,modelo_veh,g_modelo_veh,tipo_eve
264,2015,1,27,2,20,4,3,1,101,1,13,1,34,1,5,5,7,9,1,99,99,9999,6,1
265,2015,1,27,2,11,2,1,1,101,1,13,1,22,1,3,3,5,9,4,2,7,2014,5,4
266,2015,1,27,2,7,2,1,1,110,2,99,1,51,1,9,9,11,9,1,44,4,9999,6,1
267,2015,1,27,2,21,4,3,1,108,1,3,1,25,1,4,4,6,9,4,99,5,2007,4,1
268,2015,1,27,2,16,3,2,11,1101,2,99,1,64,1,11,11,13,9,4,99,4,9999,6,1
269,2015,1,27,2,17,3,2,18,1801,2,99,2,68,1,12,11,14,9,4,40,9,2008,4,1
270,2015,1,28,3,19,4,3,1,101,1,12,1,35,1,6,6,8,9,18,99,99,9999,6,1
271,2015,1,28,3,2,1,1,1,115,1,1,9,999,9,16,12,18,9,3,44,5,9999,6,1
272,2015,1,28,3,18,4,3,1,108,2,3,1,40,1,7,7,9,9,5,19,2,9999,6,1
273,2015,1,28,3,5,1,1,5,501,2,99,9,999,9,16,12,18,9,7,3,7,9999,6,3
274,2015,1,28,3,6,2,1,5,501,2,99,1,999,9,16,12,18,9,12,22,8,1990,3,4
275,2015,1,28,3,5,1,1,5,507,2,99,1,40,1,7,7,9,9,12,3,99,9999,6,3
276,2015,1,28,3,23,4,3,2,201,2,99,1,44,1,7,7,9,9,1,99,99,9999,6,3
277,2015,1,28,3,21,4,3,18,1803,2,99,1,45,1,8,8,10,9,6,15,99,2007,4,1
278,2015,1,29,4,10,2,1,10,1010,2,99,1,30,1,5,5,7,9,4,99,99,9999,6,3
279,2015,1,29,4,17,3,2,9,901,1,1,1,40,1,7,7,9,9,3,99,99,9999,6,3
280,2015,1,29,4,11,2,1,16,1601,2,99,1,33,1,5,5,7,9,14,2,1,9999,6,3
281,2015,1,29,4,15,3,2,18,1801,2,99,1,34,1,5,5,7,9,4,42,1,9999,6,1
282,2015,1,29,4,0,1,1,3,301,2,99,2,28,1,4,4,6,9,1,5,1,9999,6,1
283,2015,1,29,4,3,1,1,3,301,2,99,1,18,1,2,2,4,9,4,99,1,9999,6,2
284,2015,1,30,5,23,4,3,1,101,1,18,1,31,1,5,5,7,9,4,42,1,9999,6,1
285,2015,1,30,5,1,1,1,1,101,1,10,1,33,1,5,5,7,9,4,99,1,9999,6,3
286,2015,1,30,5,14,3,2,22,2205,2,99,1,50,1,9,9,11,9,5,15,2,1998,3,2
287,2015,1,30,5,18,4,3,21,2101,2,99,9,999,9,16,12,18,9,3,99,99,9999,6,1
288,2015,1,30,5,22,4,3,5,501,2,99,9,999,9,16,12,18,9,1,34,4,2015,5,1
289,2015,1,30,5,17,3,2,10,1010,2,99,1,38,1,6,6,8,9,4,42,5,9999,6,1
290,2015,1,30,5,6,2,1,16,1601,2,99,1,54,1,9,9,11,9,7,99,99,9999,6,3
291,2015,1,31,6,20,4,3,1,101,1,12,1,24,1,3,3,5,9,4,99,1,9999,6,1
292,2015,1,31,6,20,4,3,1,101,1,11,1,33,1,5,5,7,9,1,32,6,9999,6,1
293,2015,1,31,6,23,4,3,1,115,1,4,9,999,9,16,12,18,9,1,99,99,9999,6,1
294,2015,1,31,6,16,3,2,1,108,1,9,9,999,9,16,12,18,9,3,99,99,9999,6,1
295,2015,1,31,6,8,2,1,5,501,2,99,2,36,1,6,6,8,9,4,99,99,9999,6,2
296,2015,1,31,6,14,3,2,6,602,2,99,9,999,9,16,12,18,9,6,22,2,1990,3,1
297,2015,1,31,6,9,2,1,17,1701,2,99,1,35,1,6,6,8,9,1,99,99,9999,6,2
298,2015,1,31,6,16,3,2,17,1701,2,99,1,30,1,5,5,7,9,4,99,99,9999,6,2
299,2015,1,31,6,17,3,2,4,401,2,99,1,21,1,3,3,5,9,4,21,5,9999,6,1
300,2015,2,1,7,2,1,1,1,101,1,10,1,27,1,4,4,6,9,1,21,4,9999,6,1
301,2015,2,1,7,10,2,1,1,101,1,14,1,18,1,2,2,4,9,4,2,3,9999,6,3
302,2015,2,1,7,2,1,1,1,113,2,99,9,999,9,16,12,18,9,3,99,99,9999,6,1
303,2015,2,1,7,18,4,3,1,101,1,12,1,35,1,6,6,8,9,2,13,4,9999,6,1
304,2015,2,1,7,22,4,3,21,2101,2,99,1,25,1,4,4,6,1,2,99,11,2010,5,1
305,2015,2,1,7,0,1,1,10,1010,2,99,1,37,1,6,6,8,9,1,5,3,2006,4,1
306,2015,2,1,7,7,2,1,11,1101,2,99,9,999,9,16,12,18,9,1,44,1,9999,6,1
307,2015,2,1,7,3,1,1,9,920,2,99,1,30,1,5,5,7,9,1,44,2,9999,6,3
308,2015,2,1,7,12,3,2,9,920,2,99,1,47,1,8,8,10,9,4,99,1,9999,6,2
309,2015,2,1,7,13,3,2,9,920,2,99,1,12,2,1,1,3,9,4,99,5,9999,6,3
310,2015,2,1,7,16,3,2,13,1301,2,99,1,41,1,7,7,9,9,3,44,1,9999,6,4
311,2015,2,1,7,16,3,2,13,1301,2,99,9,999,9,16,12,18,9,3,44,1,9999,6,1
312,2015,2,1,7,2,1,1,16,1601,2,99,1,27,1,4,4,6,9,3,32,4,9999,6,2
313,2015,2,1,7,19,4,3,17,1701,2,99,1,27,1,4,4,6,9,4,42,1,9999,6,1
314,2015,2,1,7,0,1,1,7,701,2,99,9,999,9,16,12,18,9,1,44,2,2004,4,1
315,2015,2,2,1,18,4,3,1,101,1,6,9,999,9,16,12,18,9,4,99,99,9999,6,1
316,2015,2,2,1,23,4,3,1,113,2,99,9,999,9,16,12,18,9,99,99,99,9999,6,1
317,2015,2,2,1,23,4,3,1,101,1,19,9,999,9,16,12,18,9,1,34,99,9999,6,1
318,2015,2,2,1,3,1,1,21,2101,2,99,1,25,1,4,4,6,2,1,4,5,9999,6,2
319,2015,2,2,1,0,1,1,5,501,2,99,9,999,9,16,12,18,9,99,99,99,9999,6,1
320,2015,2,2,1,0,1,1,5,502,2,99,1,22,1,3,3,5,9,4,42,1,9999,6,2
321,2015,2,2,1,14,3,2,5,506,2,99,1,39,1,6,6,8,9,4,21,3,9999,6,4
322,2015,2,2,1,17,3,2,5,504,2,99,9,999,9,16,12,18,9,5,99,99,9999,6,1
323,2015,2,2,1,23,4,3,10,1008,2,99,9,999,9,16,12,18,9,2,44,4,2004,4,1
324,2015,2,2,1,8,2,1,11,1101,2,99,1,44,1,7,7,9,9,1,44,6,2011,5,1
325,2015,2,2,1,11,2,1,8,801,2,99,1,53,1,9,9,11,9,4,2,14,9999,6,1
326,2015,2,2,1,4,1,1,16,1615,2,99,1,15,2,2,2,4,9,4,99,99,9999,6,4
327,2015,2,2,1,7,2,1,2,207,2,99,1,25,1,4,4,6,9,4,99,99,9999,6,4
328,2015,2,2,1,22,4,3,18,1801,2,99,1,33,1,5,5,7,1,6,15,2,1998,3,1
329,2015,2,2,1,12,3,2,18,1803,2,99,1,24,1,3,3,5,9,3,99,99,9999,6,4
330,2015,2,2,1,22,4,3,17,1703,2,99,9,999,9,16,12,18,9,3,44,5,9999,6,1
331,2015,2,2,1,21,4,3,17,1709,2,99,1,38,1,6,6,8,9,1,20,4,9999,6,1
332,2015,2,3,2,0,1,1,1,101,1,1,2,50,1,9,9,11,1,2,99,1,9999,6,1
333,2015,2,3,2,14,3,2,6,602,2,99,2,24,1,3,3,5,1,4,24,1,2007,4,3
334,2015,2,3,2,9,2,1,9,901,1,2,1,55,1,10,10,12,1,5,29,3,1993,3,1
335,2015,2,3,2,19,4,3,13,1305,2,99,1,21,1,3,3,5,2,2,44,3,9999,6,2
336,2015,2,3,2,7,2,1,1,101,1,15,1,37,1,6,6,8,1,4,99,99,9999,6,1
337,2015,2,4,3,20,4,3,1,101,1,24,1,31,1,5,5,7,1,4,21,1,2008,4,1
338,2015,2,4,3,5,1,1,3,308,2,99,1,27,1,4,4,6,1,4,2,1,9999,6,2
339,2015,2,4,3,13,3,2,1,101,1,18,1,16,2,2,2,4,1,4,2,5,9999,6,1
340,2015,2,4,3,11,2,1,1,101,1,10,1,65,1,12,11,14,1,4,99,99,9999,6,1
341,2015,2,4,3,20,4,3,9,916,1,10,1,999,9,16,12,18,1,2,99,99,9999,6,4
342,2015,2,4,3,18,4,3,1,117,1,10,1,23,1,3,3,5,1,4,42,1,9999,6,1
343,2015,2,5,4,21,4,3,1,101,1,9,2,30,1,5,5,7,1,1,5,4,2001,4,1
344,2015,2,5,4,8,2,1,21,2101,2,99,1,22,1,3,3,5,1,4,40,3,2008,4,2
345,2015,2,5,4,9,2,1,10,1001,2,99,1,20,1,3,3,5,1,4,21,5,2014,5,1
346,2015,2,5,4,10,2,1,5,509,2,99,1,34,1,5,5,7,1,5,19,2,9999,6,2
347,2015,2,5,4,17,3,2,9,901,1,99,1,26,1,4,4,6,1,4,41,6,2008,4,1
348,2015,2,5,4,23,4,3,9,916,1,99,1,19,1,2,2,4,1,2,21,3,9999,6,3
349,2015,2,6,5,8,2,1,1,101,1,1,1,32,1,5,5,7,2,1,47,3,2002,4,1
350,2015,2,6,5,16,3,2,1,101,1,1,1,44,1,7,7,9,9,4,21,1,9999,6,1
351,2015,2,6,5,5,1,1,1,101,1,18,1,19,1,2,2,4,1,4,41,3,9999,6,2
352,2015,2,6,5,7,2,1,1,103,2,99,1,27,1,4,4,6,1,3,13,2,2014,5,1
353,2015,2,6,5,21,4,3,1,101,1,10,1,46,1,8,8,10,1,1,30,6,2000,4,1
354,2015,2,6,5,10,2,1,1,101,1,12,1,42,1,7,7,9,1,1,20,2,2009,4,1
355,2015,2,6,5,2,1,1,1,115,2,99,1,52,1,9,9,11,1,1,34,4,2004,4,1
356,2015,2,6,5,8,2,1,22,2201,2,99,2,24,1,3,3,5,9,4,99,99,9999,6,1
357,2015,2,6,5,7,2,1,19,1906,2,99,1,25,1,4,4,6,1,4,42,1,9999,6,1
358,2015,2,6,5,6,2,1,5,511,2,99,1,55,1,10,10,12,1,1,32,2,1999,3,1
359,2015,2,6,5,3,1,1,5,507,2,99,1,24,1,3,3,5,1,4,36,5,2014,5,2
360,2015,2,6,5,10,2,1,5,503,2,99,1,23,1,3,3,5,1,4,2,5,9999,6,2
361,2015,2,6,5,8,2,1,5,508,2,99,1,22,1,3,3,5,9,4,99,99,9999,6,2
362,2015,2,6,5,17,3,2,11,1109,2,99,1,60,1,11,11,13,1,18,99,99,9999,6,1
363,2015,2,6,5,2,1,1,11,1103,2,99,1,30,1,5,5,7,1,4,99,3,2006,4,2
364,2015,2,6,5,18,4,3,12,1219,2,99,1,48,1,8,8,10,1,1,99,4,9999,6,2
365,2015,2,6,5,20,4,3,18,1801,2,99,1,64,1,11,11,13,1,3,34,6,9999,6,1
366,2015,2,6,5,23,4,3,18,1801,2,99,1,58,1,10,10,12,1,15,99,2,9999,6,1
367,2015,2,6,5,10,2,1,17,1705,2,99,1,26,1,4,4,6,9,4,24,5,9999,6,1
368,2015,2,6,5,15,3,2,17,1710,2,99,2,37,1,6,6,8,1,3,99,99,9999,6,1
369,2015,2,6,5,21,4,3,17,1710,2,99,1,61,1,11,11,13,9,3,99,99,9999,6,1
370,2015,2,6,5,19,4,3,17,1703,2,99,1,31,1,5,5,7,9,4,99,99,9999,6,3
371,2015,2,6,5,14,3,2,4,413,2,99,1,23,1,3,3,5,9,4,40,1,2014,5,1
372,2015,2,7,6,8,2,1,1,101,1,13,1,20,1,3,3,5,1,1,5,4,2010,5,1
373,2015,2,7,6,2,1,1,1,101,1,10,1,48,1,8,8,10,1,11,34,2,9999,6,1
374,2015,2,7,6,22,4,3,1,102,2,99,1,28,1,4,4,6,1,1,34,2,9999,6,2
375,2015,2,7,6,2,1,1,1,115,1,2,1,26,1,4,4,6,1,4,99,1,9999,6,2
376,2015,2,7,6,10,2,1,1,110,2,99,1,29,1,4,4,6,1,3,99,99,9999,6,3
377,2015,2,7,6,8,2,1,22,2212,2,99,1,999,9,16,12,18,9,3,37,1,1993,3,1
378,2015,2,7,6,12,3,2,21,2101,2,99,1,26,1,4,4,6,1,4,40,5,9999,6,1
379,2015,2,7,6,18,4,3,20,2007,2,99,1,24,1,3,3,5,9,4,99,99,2008,4,1
380,2015,2,7,6,18,4,3,20,2007,2,99,1,26,1,4,4,6,1,3,44,9,9999,6,1
381,2015,2,7,6,9,2,1,5,502,2,99,1,30,1,5,5,7,1,4,2,5,9999,6,1
382,2015,2,7,6,15,3,2,5,501,2,99,2,999,9,16,12,18,1,4,42,5,2013,5,1
383,2015,2,7,6,12,3,2,6,614,2,99,2,25,1,4,4,6,1,4,2,1,9999,6,1
384,2015,2,7,6,8,2,1,6,608,2,99,1,35,1,6,6,8,1,4,24,1,9999,6,2
385,2015,2,7,6,21,4,3,10,1006,2,99,1,42,1,7,7,9,9,4,21,1,9999,6,1
386,2015,2,7,6,19,4,3,9,901,1,3,1,28,1,4,4,6,1,1,44,11,1993,3,1
387,2015,2,7,6,8,2,1,12,1204,2,99,1,999,9,16,12,18,9,1,21,99,9999,6,1
388,2015,2,7,6,14,3,2,13,1305,2,99,1,22,1,3,3,5,1,4,24,5,2012,5,1
389,2015,2,7,6,23,4,3,16,1601,1,12,1,26,1,4,4,6,2,2,37,2,1991,3,1
390,2015,2,7,6,8,2,1,2,202,2,99,1,39,1,6,6,8,1,4,42,3,2013,5,1
391,2015,2,7,6,19,4,3,2,207,2,99,1,26,1,4,4,6,1,3,40,14,2008,4,1
392,2015,2,7,6,16,3,2,17,1708,2,99,1,33,1,5,5,7,1,4,19,3,9999,6,1
393,2015,2,7,6,13,3,2,4,406,2,99,2,36,1,6,6,8,1,1,34,11,9999,6,1
394,2015,2,7,6,12,3,2,3,304,2,99,1,22,1,3,3,5,1,3,30,2,9999,6,2
395,2015,2,8,7,12,3,2,1,101,1,1,2,56,1,10,10,12,1,2,99,99,9999,6,1
396,2015,2,8,7,8,2,1,1,101,1,10,1,999,9,16,12,18,9,1,21,3,9999,6,1
397,2015,2,8,7,1,1,1,1,101,1,7,1,28,1,4,4,6,1,1,20,9,9999,6,2
398,2015,2,8,7,2,1,1,1,110,2,99,1,22,1,3,3,5,1,4,21,2,9999,6,1
399,2015,2,8,7,4,1,1,1,110,2,99,1,20,1,3,3,5,1,4,24,9,9999,6,2
400,2015,2,8,7,3,1,1,1,110,2,99,1,20,1,3,3,5,1,1,24,9,9999,6,2
401,2015,2,8,7,21,4,3,1,108,1,5,1,19,1,2,2,4,1,2,13,14,1999,3,2
402,2015,2,8,7,20,4,3,21,2106,2,99,1,40,1,7,7,9,1,4,40,1,2010,5,1
403,2015,2,8,7,21,4,3,21,2105,2,99,1,32,1,5,5,7,1,14,99,1,9999,6,1
404,2015,2,8,7,2,1,1,19,1901,2,99,1,32,1,5,5,7,1,4,49,5,9999,6,2
405,2015,2,8,7,12,3,2,19,1903,2,99,1,25,1,4,4,6,1,4,42,5,9999,6,1
406,2015,2,8,7,10,2,1,5,503,2,99,1,44,1,7,7,9,1,4,42,5,9999,6,1
407,2015,2,8,7,18,4,3,5,509,2,99,1,22,1,3,3,5,1,4,2,3,9999,6,1
408,2015,2,8,7,21,4,3,5,511,2,99,1,60,1,11,11,13,1,18,99,99,9999,6,1
409,2015,2,8,7,23,4,3,6,601,2,99,1,22,1,3,3,5,1,1,20,6,2001,4,1
410,2015,2,8,7,12,3,2,6,602,2,99,1,30,1,5,5,7,1,3,9,2,1973,1,2
411,2015,2,8,7,23,4,3,10,1001,2,99,1,25,1,4,4,6,1,4,2,1,2012,5,1
412,2015,2,8,7,12,3,2,10,1001,2,99,1,26,1,4,4,6,2,2,37,14,1982,2,2
413,2015,2,8,7,8,2,1,10,1001,2,99,1,37,1,6,6,8,1,1,99,99,9999,6,2
414,2015,2,8,7,20,4,3,9,917,2,99,1,19,1,2,2,4,1,1,99,6,9999,6,1
415,2015,2,8,7,14,3,2,13,1330,2,99,1,20,1,3,3,5,1,14,2,1,9999,6,1
416,2015,2,8,7,20,4,3,13,1312,2,99,1,35,1,6,6,8,1,2,32,4,2004,4,1
417,2015,2,8,7,19,4,3,16,1616,2,99,1,29,1,4,4,6,1,18,99,99,9999,6,1
418,2015,2,8,7,19,4,3,15,1501,2,99,1,38,1,6,6,8,2,4,99,3,9999,6,2
419,2015,2,8,7,16,3,2,2,203,2,99,1,31,1,5,5,7,1,1,42,5,2002,4,1
420,2015,2,8,7,8,2,1,2,204,2,99,1,40,1,7,7,9,1,4,2,3,9999,6,1
421,2015,2,8,7,14,3,2,4,401,2,99,1,33,1,5,5,7,2,1,99,99,9999,6,1
422,2015,2,9,1,13,3,2,1,101,1,18,1,17,2,2,2,4,1,4,24,5,9999,6,1
423,2015,2,9,1,19,4,3,1,108,1,1,1,40,1,7,7,9,1,3,11,4,9999,6,1
424,2015,2,9,1,9,2,1,5,501,2,99,1,27,1,4,4,6,1,3,99,99,9999,6,2
425,2015,2,9,1,6,2,1,6,611,2,99,1,53,1,9,9,11,1,1,20,4,2013,5,1
426,2015,2,9,1,17,3,2,10,1014,2,99,1,999,9,16,12,18,9,1,32,1,9999,6,1
427,2015,2,9,1,19,4,3,13,1309,2,99,1,42,1,7,7,9,1,8,99,5,9999,6,4
428,2015,2,9,1,22,4,3,4,401,2,99,1,999,9,16,12,18,1,2,30,14,2007,4,1
429,2015,2,9,1,14,3,2,4,401,2,99,1,21,1,3,3,5,1,4,99,5,2011,5,1
430,2015,2,10,2,9,2,1,1,101,1,1,2,41,1,7,7,9,1,1,5,1,9999,6,1
431,2015,2,10,2,12,3,2,1,101,1,1,1,55,1,10,10,12,1,2,30,10,2011,5,1
432,2015,2,10,2,10,2,1,1,115,1,3,1,23,1,3,3,5,1,4,99,1,9999,6,1
433,2015,2,10,2,20,4,3,10,1010,1,1,2,999,9,16,12,18,1,4,42,2,2013,5,1
434,2015,2,10,2,18,4,3,10,1014,2,99,1,20,1,3,3,5,1,4,2,5,2011,5,1
435,2015,2,10,2,7,2,1,18,1804,2,99,1,26,1,4,4,6,1,4,99,4,9999,6,1
436,2015,2,10,2,15,3,2,18,1804,2,99,2,12,2,1,1,3,1,4,99,1,9999,6,1
437,2015,2,10,2,19,4,3,18,1801,2,99,2,25,1,4,4,6,1,4,21,5,9999,6,1
438,2015,2,10,2,6,2,1,14,1416,2,99,1,33,1,5,5,7,1,1,21,11,9999,6,1
439,2015,2,10,2,17,3,2,4,406,2,99,1,23,1,3,3,5,1,3,37,3,9999,6,1
440,2015,2,10,2,16,3,2,4,406,2,99,2,34,1,5,5,7,1,2,42,2,1998,3,1
441,2015,2,11,3,18,4,3,5,507,2,99,1,999,9,16,12,18,1,3,37,2,2014,5,1
442,2015,2,11,3,16,3,2,2,201,2,99,1,33,1,5,5,7,1,12,33,2,1995,3,3
443,2015,2,11,3,19,4,3,7,709,2,99,1,999,9,16,12,18,9,3,99,99,9999,6,2
444,2015,2,11,3,15,3,2,12,1210,1,5,1,22,1,3,3,5,1,4,99,99,9999,6,1
445,2015,2,11,3,20,4,3,1,103,2,99,1,36,1,6,6,8,1,3,37,5,9999,6,1
446,2015,2,12,4,16,3,2,5,511,2,99,1,30,1,5,5,7,1,1,37,5,1993,3,1
447,2015,2,12,4,18,4,3,7,701,2,99,1,999,9,16,12,18,1,12,22,1,9999,6,1
448,2015,2,12,4,8,2,1,9,922,2,99,2,25,1,4,4,6,1,4,24,5,9999,6,1
449,2015,2,12,4,10,2,1,17,1706,2,99,1,18,1,2,2,4,1,4,14,2,2013,5,1
450,2015,2,12,4,19,4,3,1,101,1,1,1,32,1,5,5,7,1,4,2,5,2008,4,1
451,2015,2,12,4,19,4,3,1,102,2,99,1,26,1,4,4,6,1,3,44,9,2000,4,4
452,2015,2,12,4,7,2,1,1,102,2,99,1,58,1,10,10,12,1,4,99,99,9999,6,1
453,2015,2,13,5,9,2,1,1,113,2,99,1,20,1,3,3,5,1,4,99,3,2013,5,1
454,2015,2,13,5,8,2,1,8,801,2,99,1,45,1,8,8,10,1,5,99,2,2006,4,1
455,2015,2,13,5,22,4,3,10,1011,2,99,1,26,1,4,4,6,1,12,99,99,9999,6,1
456,2015,2,13,5,22,4,3,11,1101,1,99,1,29,1,4,4,6,1,4,42,2,2012,5,1
457,2015,2,13,5,23,4,3,1,115,1,99,1,26,1,4,4,6,1,3,62,2,9999,6,1
458,2015,2,13,5,17,3,2,5,507,1,99,1,48,1,8,8,10,1,2,99,10,9999,6,1
459,2015,2,13,5,19,4,3,6,608,1,99,1,35,1,6,6,8,1,4,24,5,9999,6,1
460,2015,2,13,5,17,3,2,22,2206,1,99,1,21,1,3,3,5,1,3,44,1,9999,6,1
461,2015,2,14,6,0,1,1,1,111,1,99,1,27,1,4,4,6,2,1,44,1,9999,6,2
462,2015,2,14,6,1,1,1,1,108,1,1,1,22,1,3,3,5,2,1,44,1,9999,6,2
463,2015,2,14,6,21,4,3,22,2205,2,99,1,43,1,7,7,9,2,1,44,9,9999,6,3
464,2015,2,14,6,18,4,3,1,101,1,7,1,32,1,5,5,7,1,4,2,5,9999,6,1
465,2015,2,14,6,18,4,3,5,501,2,99,1,49,1,8,8,10,1,4,2,2,2013,5,1
466,2015,2,14,6,18,4,3,1,103,2,99,1,53,1,9,9,11,1,3,99,99,9999,6,3
467,2015,2,14,6,7,2,1,15,1501,2,99,1,33,1,5,5,7,1,12,99,99,9999,6,3
468,2015,2,14,6,23,4,3,2,203,2,99,1,25,1,4,4,6,1,4,21,1,9999,6,3
469,2015,2,14,6,3,1,1,3,301,2,99,1,32,1,5,5,7,1,4,28,5,1993,3,3
470,2015,2,14,6,23,4,3,5,510,2,99,9,999,9,16,12,18,1,3,37,9,9999,6,1
471,2015,2,14,6,13,3,2,5,513,2,99,9,999,9,16,12,18,1,3,99,99,9999,6,1
472,2015,2,14,6,17,3,2,12,1230,2,99,9,999,9,16,12,18,1,3,37,7,1984,2,1
473,2015,2,14,6,2,1,1,16,1607,2,99,1,27,1,4,4,6,1,14,99,7,9999,6,2
474,2015,2,14,6,14,3,2,5,501,2,99,1,17,2,2,2,4,1,4,99,99,9999,6,3
475,2015,2,14,6,5,1,1,12,1222,2,99,9,999,9,16,12,18,9,12,99,99,9999,6,3
476,2015,2,14,6,22,4,3,19,1901,2,99,2,28,1,4,4,6,2,4,99,99,9999,6,2
477,2015,2,14,6,8,2,1,16,1610,2,99,1,25,1,4,4,6,1,4,45,99,9999,6,1
478,2015,2,15,7,2,1,1,1,101,1,7,1,999,9,16,12,18,9,4,99,99,9999,6,1
479,2015,2,15,7,23,4,3,1,101,1,1,1,25,1,4,4,6,2,4,2,99,9999,6,1
480,2015,2,15,7,23,4,3,1,101,1,11,2,23,1,3,3,5,1,1,30,4,2014,5,1
481,2015,2,15,7,14,3,2,19,1901,2,99,1,999,9,16,12,18,1,4,42,5,2014,5,1
482,2015,2,15,7,0,1,1,5,510,2,99,1,999,9,16,12,18,9,3,37,9,9999,6,1
483,2015,2,15,7,13,3,2,6,603,2,99,1,999,9,16,12,18,1,3,99,1,9999,6,4
484,2015,2,15,7,6,2,1,6,603,2,99,1,999,9,16,12,18,1,3,99,1,9999,6,4
485,2015,2,15,7,3,1,1,10,1014,2,99,1,999,9,16,12,18,1,4,14,1,9999,6,2
486,2015,2,15,7,23,4,3,16,1616,2,99,2,30,1,5,5,7,1,3,34,4,2005,4,1
487,2015,2,15,7,23,4,3,4,401,1,2,1,23,1,3,3,5,1,4,36,3,2014,5,1
488,2015,2,15,7,10,2,1,4,401,1,3,1,36,1,6,6,8,1,2,32,99,9999,6,1
489,2015,2,16,1,8,2,1,1,101,1,1,1,999,9,16,12,18,1,1,44,2,9999,6,1
490,2015,2,16,1,12,3,2,1,113,2,99,1,56,1,10,10,12,1,3,44,4,1992,3,1
491,2015,2,16,1,12,3,2,1,101,1,12,1,999,9,16,12,18,1,1,99,99,9999,6,1
492,2015,2,16,1,4,1,1,1,116,2,99,1,24,1,3,3,5,1,3,32,4,9999,6,2
493,2015,2,16,1,17,3,2,1,115,1,2,1,26,1,4,4,6,1,4,99,99,9999,6,1
494,2015,2,16,1,10,2,1,1,110,2,99,1,44,1,7,7,9,1,14,99,1,2013,5,2
495,2015,2,16,1,5,1,1,5,509,2,99,1,74,1,13,11,15,1,18,99,99,9999,6,1
496,2015,2,16,1,21,4,3,6,603,2,99,2,18,1,2,2,4,1,4,40,3,1999,3,2
497,2015,2,16,1,18,4,3,6,602,2,99,1,999,9,16,12,18,1,3,99,5,9999,6,1
498,2015,2,16,1,9,2,1,9,920,2,99,1,18,1,2,2,4,1,4,24,1,9999,6,2
499,2015,2,16,1,14,3,2,2,201,2,99,1,46,1,8,8,10,1,6,13,1,9999,6,3
500,2015,2,16,1,8,2,1,2,202,2,99,1,999,9,16,12,18,9,5,13,1,9999,6,1
501,2015,2,16,1,1,1,1,18,1804,2,99,1,22,1,3,3,5,2,4,2,1,9999,6,3
502,2015,2,16,1,10,2,1,7,704,2,99,1,21,1,3,3,5,1,11,44,2,2006,4,2
503,2015,2,16,1,2,1,1,3,301,2,99,1,15,2,2,2,4,1,1,99,99,9999,6,1
504,2015,2,16,1,18,4,3,3,307,2,99,1,23,1,3,3,5,1,4,24,99,2013,5,1
505,2015,2,17,2,9,2,1,1,101,1,8,1,32,1,5,5,7,1,1,44,2,2004,4,1
506,2015,2,17,2,20,4,3,1,101,1,3,1,999,9,16,12,18,1,1,99,99,9999,6,2
507,2015,2,17,2,21,4,3,1,103,2,99,1,19,1,2,2,4,1,18,99,99,2005,4,1
508,2015,2,17,2,8,2,1,1,115,2,99,1,27,1,4,4,6,1,4,24,5,9999,6,1
509,2015,2,17,2,8,2,1,5,509,2,99,1,999,9,16,12,18,1,5,19,2,9999,6,1
510,2015,2,17,2,6,2,1,5,509,2,99,1,20,1,3,3,5,1,4,99,99,9999,6,2
511,2015,2,17,2,13,3,2,6,602,2,99,1,32,1,5,5,7,2,3,44,1,1990,3,1
512,2015,2,17,2,9,2,1,10,1002,2,99,1,39,1,6,6,8,1,3,44,99,9999,6,3
513,2015,2,17,2,15,3,2,10,1001,1,1,1,25,1,4,4,6,1,4,99,99,9999,6,1
514,2015,2,17,2,8,2,1,10,1001,1,2,1,23,1,3,3,5,2,4,21,1,9999,6,2
515,2015,2,17,2,15,3,2,10,1001,2,99,1,999,9,16,12,18,9,1,44,4,9999,6,1
516,2015,2,17,2,11,2,1,9,902,2,99,1,49,1,8,8,10,1,7,5,1,1988,2,1
517,2015,2,17,2,12,3,2,9,920,2,99,1,63,1,11,11,13,1,11,44,4,2006,4,1
518,2015,2,17,2,12,3,2,9,901,1,9,1,30,1,5,5,7,1,5,19,2,2011,5,1
519,2015,2,17,2,8,2,1,18,1804,2,99,1,29,1,4,4,6,1,2,34,11,2003,4,1
520,2015,2,17,2,16,3,2,18,1803,2,99,1,999,9,16,12,18,1,6,15,4,9999,6,1
521,2015,2,17,2,9,2,1,17,1703,2,99,1,20,1,3,3,5,1,4,99,99,9999,6,1
522,2015,2,17,2,19,4,3,17,1706,2,99,2,32,1,5,5,7,1,3,44,9,1994,3,1
523,2015,2,17,2,4,1,1,7,701,2,99,1,29,1,4,4,6,1,1,99,99,9999,6,1
524,2015,2,17,2,8,2,1,7,715,2,99,1,999,9,16,12,18,1,4,99,1,2001,4,1
525,2015,2,17,2,17,3,2,7,701,2,99,1,999,9,16,12,18,1,18,99,99,9999,6,1
526,2015,2,18,3,23,4,3,1,101,1,2,1,21,1,3,3,5,1,2,44,4,1983,2,1
527,2015,2,18,3,18,4,3,1,101,1,6,1,19,1,2,2,4,1,4,99,99,9999,6,1
